row   net_wealth  service_involvement  high_wealth
1150  132468.772                   13            0
1151  188947.812                    5            0
1152  135654.585                   18            0
1153  145508.610                   17            0
1154  186532.457                   17            0
1155  139676.492                    7            0
1156  144148.950                   18            0
1157   64184.193                   12            0
1158  101448.792                   14            0
1159  132817.944                   13            0
1160  209112.264                   19            0
1161  103667.683                   19            0
1162  208210.070                   19            0
1163  140409.642                   18            0
1164  124290.755                   17            0
1165  129644.503                   19            0
1166  105169.303                    8            0
1167   89178.379                    9            0
1168  126282.423                   15            0
1169   99211.356                   12            0
1170  103115.411                   15            0
1171  199063.569                   10            0
1172   85661.063                   16            0
1173  131631.224                   13            0
1174  185019.652                   13            0
1175  146875.572                   14            0
1176  161731.299                   10            0
1177  208088.289                   14            0
1178  134247.280                    7            0
1179  155950.426                   18            0
1180  170207.813                   19            0
1181  141036.402                    7            0
1182   93069.571                   18            0
1183  126022.690                    7            0
1184  174597.249                   16            0
1185  182857.188                    7            0
1186  167529.481                   18            0
1187   98370.048                    8            0
1188  168916.227                    5            0
1189   91359.642                   16            0
1190  160962.010                    8            0
1191  192380.892                   14            0
1192  115701.721                   11            0
1193  133333.092                   13            0
1194   67394.983                   10            0
1195  176447.222                   10            0
1196  181822.351                    9            0
1197  201203.210                   11            0
1198  193564.996                    5            0
1199  162069.441                   12            0
1200  148323.678                   12            0
1201  120011.126                   12            0
1202  162850.316                   15            0
1203  137149.790                   10            0
1204   82235.200                   13            0
1205   98103.349                   19            0
1206  185349.458                   14            0
1207  185382.099                   10            0
1208  158562.033                   12            0
1209  215860.233                   11            0
1210  123230.842                   18            0
1211  150805.969                   14            0
1212  167718.396                   11            0
1213  142658.416                   13            0
1214  118226.165                   12            0
1215  158761.016                   13            0
1216  289718.681                    5            0
1217   71826.311                    5            0
1218  199685.520                    9            0
1219  119161.214                   19            0
1220  160594.844                    7            0
1221  180289.620                   14            0
1222  163960.992                   16            0
1223  191277.693                   18            0
1224  144961.493                   19            0
1225   84563.458                   11            0
1226  201246.893                   18            0
1227  158497.108                   19            0
1228  208922.622                    6            0
1229  151559.722                   15            0
1230  168367.582                   13            0
1231  210493.274                    8            0
1232  189099.450                    8            0
1233  269529.278                   16            0
1234   65846.805                   19            0
1235  123496.663                   13            0
1236  166914.457                   18            0
1237  121329.091                    8            0
1238  150156.495                   18            0
1239   76268.433                   15            0
1240  141779.508                    5            0
1241  187234.944                    6            0
1242  160505.694                   14            0
1243  162557.699                    7            0
1244  144749.704                    6            0
1245  167671.130                   11            0
1246  240612.000                   12            0
1247  144509.580                    9            0
1248  132729.294                    8            0
1249  153794.964                    6            0
1250  130289.901                   14            0
1251  184718.539                    5            0
1252  162554.552                   11            0
1253  143540.462                   18            0
1254  158748.128                   19            0
1255  202680.964                    9            0
1256  180309.652                    9            0
1257  199505.023                   15            0
1258  101425.677                    7            0
1259  126420.510                   16            0
1260   87627.281                    5            0
1261  164978.387                    9            0
1262  145594.882                    7            0
1263  150412.942                    5            0
1264  230061.282                   10            0
1265  146812.805                    7            0
1266  110019.886                    8            0
1267  109868.511                   12            0
1268   95544.978                   10            0
1269  148125.501                   12            0
1270  164907.330                    8            0
1271  139345.484                    8            0
1272  115277.592                   11            0
1273  124065.634                   10            0
1274  128848.616                   15            0
1275  161372.490                    6            0
1276  168359.839                   13            0
1277  189134.024                    8            0
1278  188802.339                   17            0
1279  107920.231                    5            0
1280  163192.883                   15            0
1281  203114.545                    9            0
1282  145187.381                   19            0
1283   33953.751                   19            0
1284  179130.531                    7            0
1285  148137.048                    6            0
1286  167684.783                   12            0
1287  104909.343                    6            0
1288  131466.328                   11            0
1289  177160.524                   15            0
1290  155938.648                    9            0
1291   92444.530                    6            0
1292  142389.406                   11            0
1293  223208.336                   17            0
1294  144979.004                   14            0
1295  175578.726                   13            0
1296  266722.958                   15            0
1297  173256.356                   18            0
1298  143208.847                    8            0
1299  163783.068                   19            0
1300  181191.162                   18            0
1301  120786.401                   17            0
1302  188012.593                   14            0
1303  179496.927                   17            0
1304  133439.787                   13            0
1305  212499.184                   13            0
1306  108527.634                   17            0
1307  200213.777                   10            0
1308   97348.962                   14            0
1309  137438.206                   18            0
1310  120653.812                   16            0
1311  152944.594                    6            0
1312  149730.213                   18            0
1313  167771.794                   17            0
1314   75954.929                    6            0
1315  107226.039                    7            0
1316  168783.407                   14            0
1317  234654.063                   12            0
1318  111075.326                   13            0
1319  164977.169                    9            0
1320  188047.963                    9            0
1321  143868.841                    6            0
1322   67000.717                   16            0
1323  174028.373                   11            0
1324  137543.994                   10            0
1325  152913.992                   13            0
1326  178993.212                   14            0
1327  136313.593                    5            0
1328   82069.314                   18            0
1329  152315.167                   15            0
1330  148715.693                   13            0
1331  128224.236                    9            0
1332  101802.220                    8            0
1333  232522.159                    8            0
1334  191779.419                    6            0
1335  160845.488                    6            0
1336  169651.841                    6            0
1337  116716.208                    8            0
1338  129137.648                    8            0
1339  200308.533                   10            0
1340  144817.858                   10            0
1341  215491.142                    9            0
1342  126148.314                   18            0
1343  132690.708                   12            0
1344  108240.440                   14            0
1345  167785.773                    6            0
1346  180747.324                   17            0
1347  134635.840                   18            0
1348  170424.244                    6            0
1349  113597.569                    8            0
1350  175630.849                   15            0
1351   99646.696                   16            0
1352  119996.287                    5            0
1353  109294.909                    9            0
1354  187291.495                   18            0
1355  196410.278                    5            0
1356  160021.846                    8            0
1357  176869.944                   16            0
1358  163944.672                    6            0
1359  171900.001                   15            0
1360  185337.830                    7            0
1361  173502.775                    8            0
1362   68264.279                   15            0
1363  184329.226                   13            0
1364  229148.566                   14            0
1365   70500.910                   13            0
1366  144106.383                   12            0
1367  129309.010                   14            0
1368  220856.712                   18            0
1369  215332.366                    9            0
1370  126086.870                    8            0
1371  131345.252                   17            0
1372  151248.574                    7            0
1373  161147.194                    8            0
1374  202893.456                    9            0
1375  155008.277                    8            0
1376  141647.593                    5            0
1377  136046.222                   18            0
1378  133519.657                   11            0
1379  199381.237                   19            0
1380  172062.379                   18            0
1381  162647.261                   13            0
1382  155255.557                   11            0
1383  140568.442                   18            0
1384  144082.996                   18            0
1385  168755.537                    7            0
1386  193235.317                    8            0
1387  168831.454                    6            0
1388  114060.644                    7            0
1389  200345.511                   11            0
1390  116197.147                   14            0
1391  157320.935                    6            0
1392   91271.802                   13            0
1393   95836.437                   11            0
1394   87914.759                    6            0
1395  193984.828                    5            0
1396  171063.307                   13            0
1397  137053.918                    9            0
1398  102442.220                   10            0
1399   55932.865                   18            0
1400  136144.521                   11            0
1401  165494.872                    8            0
1402  132636.677                   10            0
1403  111790.716                   19            0
1404  146622.641                   15            0
1405  125723.095                   10            0
1406  146666.506                   12            0
1407  115093.684                   17            0
1408  126180.160                    6            0
1409  126481.707                   18            0
1410  232713.386                   12            0
1411  118821.309                    7            0
1412  188844.341                   11            0
1413  171617.769                   17            0
1414  111677.205                   10            0
1415  144184.148                    6            0
1416  169748.966                   15            0
1417  168721.076                   13            0
1418   97069.474                   17            0
1419  158133.787                   15            0
1420  193418.886                   15            0
1421  125586.968                    9            0
1422  127771.197                   18            0
1423  114967.011                    9            0
1424   77549.774                   10            0
1425   99263.875                   19            0
1426  197460.546                    6            0
1427  237591.807                   12            0
1428  172557.418                    7            0
1429  163549.383                   19            0
1430  151883.683                   16            0
1431  208198.848                    5            0
1432  119295.305                   19            0
1433  188348.945                   14            0
1434  127295.933                    6            0
1435  167142.661                   13            0
1436  198600.556                   13            0
1437  150172.751                    6            0
1438  146909.965                    6            0
1439  217670.399                    6            0
1440  222746.801                   13            0
1441  178647.409                    9            0
1442  213222.500                   13            0
1443  138210.443                   17            0
1444  182706.930                   19            0
1445  173419.547                   14            0
1446  180009.781                    7            0
1447   54561.209                    7            0
1448  160995.999                   18            0
1449  177807.833                   12            0
1450  143313.184                   11            0
1451  197389.304                   13            0
1452  105830.382                   11            0
1453  208867.601                    6            0
1454  150951.400                   19            0
1455  110147.363                    9            0
1456  170289.707                   18            0
1457  116325.050                   12            0
1458  120646.778                    9            0
1459   67622.321                    6            0
1460  179734.282                   18            0
1461  159398.777                    6            0
1462  175385.258                   18            0
1463  105363.540                   14            0
1464  182371.688                    8            0
1465  125941.672                   13            0
1466  171628.379                    5            0
1467   51229.213                   19            0
1468  135318.744                    5            0
1469  141590.269                   19            0
1470  247639.740                    9            0
1471   88021.633                   12            0
1472  101936.329                   11            0
1473  164551.923                    5            0
1474  182941.286                    5            0
1475  164108.884                    8            0
1476  183350.993                   18            0
1477   42913.969                   11            0
1478  159307.547                   15            0
1479  200591.377                   11            0
1480  118087.284                   11            0
1481  179413.963                   18            0
1482  180401.859                   18            0
1483  182608.720                   15            0
1484  154904.890                   12            0
1485  159634.163                   17            0
1486  179019.584                   17            0
1487  189827.312                   16            0
1488  123699.398                   16            0
1489  168741.060                    7            0
1490   94111.224                   13            0
1491  252702.749                   19            0
1492  180194.111                    9            0
1493  201981.545                   12            0
1494  144762.596                    9            0
1495  206541.867                   10            0
1496  176679.358                    6            0
1497   91048.054                   19            0
1498  194750.239                    9            0
1499  168437.029                   12            0
1500  132311.661                   14            0
1501   77068.439                   11            0
1502  226474.197                   16            0
1503  235093.259                    6            0
1504  163734.740                    8            0
1505  144708.879                   17            0
1506  119257.562                   15            0
1507  201747.840                   12            0
1508  122855.378                    9            0
1509  145447.319                   12            0
1510  157240.437                    9            0
1511  186094.949                   19            0
1512  113889.707                   11            0
1513  127274.552                   11            0
1514  230062.389                   17            0
1515  170828.053                   14            0
1516  178083.365                    6            0
1517  130744.169                   11            0
1518   99247.441                   15            0
1519   68991.183                   12            0
1520  150978.278                   15            0
1521  129734.162                    9            0
1522  103974.193                    8            0
1523  148940.682                    9            0
1524  184308.959                    6            0
1525  205429.596                   11            0
1526  153569.602                   14            0
1527   80449.756                   15            0
1528  194684.985                   19            0
1529  208172.094                    5            0
1530  104815.845                   10            0
1531  140322.931                   14            0
1532  163732.130                   11            0
1533  102851.568                    5            0
1534  105095.053                   14            0
1535  172788.328                    6            0
1536  162737.177                   19            0
1537  168967.370                   10            0
1538  121829.758                    8            0
1539  184127.076                   12            0
1540  104563.186                    8            0
1541  125380.318                   14            0
1542  119064.760                   14            0
1543   91796.431                   19            0
1544  115746.114                   15            0
1545   90831.430                   10            0
1546  127221.823                   13            0
1547  170851.514                    8            0
1548  193454.584                    6            0
1549  127503.901                   12            0
1550  228398.997                   18            0
1551  196391.348                    7            0
1552  165904.151                   12            0
1553  146663.631                   15            0
1554  202991.578                   17            0
1555  142823.847                    5            0
1556  189251.951                   15            0
1557  157281.086                   10            0
1558  170832.364                    7            0
1559  107258.037                   10            0
1560   64766.251                   12            0
1561  198059.309                    8            0
1562  144357.761                   11            0
1563  129562.549                    5            0
1564  129106.113                    5            0
1565  174686.285                   15            0
1566  178701.769                   18            0
1567  127246.026                    9            0
1568  248630.620                    9            0
1569  185889.648                   18            0
1570  123577.463                   11            0
1571  149852.110                   15            0
1572  168624.116                   11            0
1573   99584.889                   12            0
1574  103763.623                   15            0
1575  133871.488                   11            0
1576  128957.317                    9            0
1577  122383.573                   16            0
1578  172936.224                   19            0
1579  155387.063                   15            0
1580  134280.871                   11            0
1581  139996.142                   18            0
1582  198035.410                    8            0
1583  144148.935                   14            0
1584  194453.686                   11            0
1585  147383.394                   10            0
1586  199326.223                    5            0
1587  166403.963                    6            0
1588  140726.471                   19            0
1589  136974.519                   19            0
1590  133530.344                   10            0
1591   57685.569                    9            0
1592  127755.745                    7            0
1593  139314.222                   13            0
1594  134130.259                   14            0
1595  126403.586                    8            0
1596  170327.268                   11            0
1597  214119.080                   12            0
1598  145032.727                    5            0
1599  100706.666                   19            0
1600  182677.913                   16            0
1601  221167.246                   14            0
1602  144207.357                   11            0
1603  112533.802                    5            0
1604  229819.143                    6            0
1605  113844.379                   15            0
1606   94385.450                    9            0
1607  181646.967                    7            0
1608  163009.342                   11            0
1609  171295.380                   15            0
1610  155638.540                   10            0
1611  106316.534                    9            0
1612  172057.974                   19            0
1613  136260.853                    5            0
1614   81727.983                   14            0
1615  139873.664                    6            0
1616  131006.103                   19            0
1617   85310.820                   18            0
1618  162632.523                   13            0
1619  162558.476                   19            0
1620  135845.818                   10            0
1621  152380.832                    7            0
1622  141553.587                   13            0
1623  123477.397                    5            0
1624  131965.433                   17            0
1625  171844.891                   12            0
1626  163742.829                    9            0
1627  160167.497                   16            0
1628  136234.435                    6            0
1629  195437.562                   13            0
1630  122187.984                   16            0
1631  129817.162                   15            0
1632  186783.556                   18            0
1633  106529.277                   16            0
1634  127611.075                   12            0
1635  105424.559                   15            0
1636  213572.489                   16            0
1637   63069.993                    5            0
1638  119883.573                   18            0
1639  170426.199                   19            0
1640   97842.774                    5            0
1641  165919.526                   12            0
1642   64647.704                    8            0
1643  120565.364                   10            0
1644  193001.024                   11            0
1645   69224.168                   16            0
1646  112118.021                    6            0
1647   84894.994                   12            0
1648  114181.665                   18            0
1649  192390.621                    9            0
1650  136214.564                   16            0
1651   40857.171                    7            0
1652  114478.838                   18            0
1653  179084.991                    9            0
1654  208202.886                   14            0
1655  145986.187                   10            0
1656  112065.002                   13            0
1657  160060.225                   14            0
1658  252281.292                   16            0
1659  196691.058                   14            0
1660  116359.646                    5            0
1661  142146.213                    9            0
1662  110014.743                   18            0
1663   93917.995                   18            0
1664  173206.038                    9            0
1665  154196.035                    8            0
1666   95180.967                   13            0
1667  214676.629                    5            0
1668  162404.641                   11            0
1669  180458.593                   15            0
1670  136642.494                    5            0
1671   91722.733                   13            0
1672  208383.745                   11            0
1673  198748.393                    5            0
1674  171902.803                   11            0
1675  124293.344                   15            0
1676  132101.008                   18            0
1677  195379.415                    9            0
1678  131571.599                   18            0
1679  136832.775                   12            0
1680   99243.375                   13            0
1681  145297.696                    6            0
1682   84604.940                    9            0
1683  153391.764                   14            0
1684  195816.511                   13            0
1685  123683.831                   11            0
1686  147149.463                   12            0
1687  147996.091                   10            0
1688  126156.632                   16            0
1689   94230.008                    5            0
1690  167743.813                   15            0
1691   78994.709                   14            0
1692  123659.935                   15            0
1693  128696.408                    8            0
1694  103831.817                   16            0
1695  155144.821                   17            0
1696  169376.889                   12            0
1697  166706.071                    5            0
1698   82587.275                   19            0
1699  150873.221                    9            0
1700  227336.425                    8            0
1701  123743.519                   14            0
1702  206282.678                    5            0
1703  152352.797                   12            0
1704  144375.268                   16            0
1705  164231.589                    5            0
1706  133387.857                   15            0
1707  121600.007                    8            0
1708  195809.572                   17            0
1709  163898.288                   13            0
1710  212455.047                    7            0
1711  192291.874                    9            0
1712  106184.433                   14            0
1713  157994.433                    8            0
1714   89318.076                    6            0
1715   66698.476                   11            0
1716  199078.202                    8            0
1717  108643.639                   19            0
1718  154543.767                   17            0
1719  127975.135                   18            0
1720  115610.657                    6            0
1721  122540.021                    5            0
1722   66925.689                   11            0
1723  156400.821                   18            0
1724   98567.091                    5            0
1725  133253.176                    7            0
1726  181823.448                   11            0
1727  161521.814                   16            0
1728  201842.262                   18            0
1729  104840.144                   18            0
1730  193577.387                   10            0
1731  238141.226                   15            0
1732  162019.715                   17            0
1733  152468.631                    9            0
1734   94736.883                    7            0
1735  151586.196                    7            0
1736  171492.540                    6            0
1737  170812.634                   17            0
1738  180822.955                   11            0
1739  141871.633                   12            0
1740  191574.241                   13            0
1741  186002.796                   16            0
1742  142011.460                   15            0
1743  155364.297                   17            0
1744  174738.455                    7            0
1745  119854.044                   14            0
1746  116282.769                    6            0
1747  194296.537                    9            0
1748  203901.150                   16            0
1749  119987.015                    6            0
1750  140658.435                    6            0
1751  113541.831                   14            0
1752  157838.372                    9            0
1753  146561.633                   16            0
1754   98550.026                   10            0
1755   80615.738                   15            0
1756  153514.538                   19            0
1757  138943.237                    8            0
1758  190163.755                   13            0
1759  146664.184                   16            0
1760  171805.154                   15            0
1761  168590.980                   13            0
1762  123577.379                   16            0
1763  115664.163                   19            0
1764  165781.319                   18            0
1765   99301.308                   12            0
1766  147075.443                    5            0
1767  182801.677                   16            0
1768  158725.515                   14            0
1769  143104.911                   12            0
1770  197721.635                    6            0
1771  165282.235                    6            0
1772  216209.622                   14            0
1773  191744.783                   14            0
1774  181751.615                   14            0
1775  151456.172                   19            0
1776  111484.312                   14            0
1777   75951.906                    5            0
1778  101848.325                   12            0
1779  160029.582                   13            0
1780  171889.819                   14            0
1781  120150.872                    9            0
1782  154937.393                   19            0
1783   96883.295                   15            0
1784  181285.279                   12            0
1785  131600.330                    5            0
1786  180861.424                   16            0
1787   71237.801                   14            0
1788  203009.452                    9            0
1789  216202.864                   11            0
1790  145750.498                    8            0
1791  134673.041                    8            0
1792  133360.194                   17            0
1793  212933.380                   12            0
1794  215218.122                    5            0
1795  150833.152                   17            0
1796  166457.348                   16            0
1797  223571.951                    9            0
1798   96616.745                   14            0
1799  173320.002                    6            0
1800  251120.424                   68            1
1801  186203.943                   40            1
1802  260958.370                   54            1
1803  274015.878                   66            1
1804  251951.458                   51            1
1805  270150.985                   68            1
1806  335266.210                   63            1
1807  264642.763                   51            1
1808  289507.884                   45            1
1809  214313.284                   62            1
1810  208001.240                   44            1
1811  290315.684                   45            1
1812  239597.591                   55            1
1813  250164.459                   52            1
1814  228548.773                   62            1
1815  241827.069                   44            1
1816  261220.012                   40            1
1817  284084.817                   58            1
1818  263552.027                   52            1
1819  245704.024                   55            1
1820  311801.079                   50            1
1821  209368.364                   62            1
1822  228433.585                   57            1
1823  311208.582                   53            1
1824  236798.851                   52            1
1825  245471.270                   64            1
1826  224907.890                   42            1
1827  263283.299                   47            1
1828  260851.553                   50            1
1829  255943.445                   52            1
1830  256854.630                   48            1
1831  277384.959                   64            1
1832  188886.861                   58            1
1833  200017.522                   62            1
1834  217315.325                   69            1
1835  267483.180                   65            1
1836  310627.419                   61            1
1837  216656.880                   66            1
1838  291028.230                   57            1
1839  219193.211                   64            1
1840  242130.618                   61            1
1841  270720.399                   62            1
1842  242002.569                   59            1
1843  234321.976                   42            1
1844  219690.172                   69            1
1845  213789.957                   54            1
1846  229725.905                   50            1
1847  305218.343                   53            1
1848  203931.591                   65            1
1849  237867.302                   69            1
1850  256356.311                   67            1
1851  214474.822                   49            1
1852  320763.508                   57            1
1853  271412.608                   54            1
1854  213498.666                   49            1
1855  263021.004                   55            1
1856  265486.572                   58            1
1857  301114.733                   67            1
1858  168184.901                   40            1
1859  200037.103                   52            1
1860  172943.411                   47            1
1861  265201.647                   52            1
1862  255510.913                   56            1
1863  165941.355                   42            1
1864  186113.703                   67            1
1865  200862.116                   44            1
1866  222347.214                   56            1
1867  246415.130                   42            1
1868  252193.464                   65            1
1869  303066.658                   57            1
1870  208522.527                   42            1
1871  256536.297                   52            1
1872  223139.268                   69            1
1873  259426.258                   64            1
1874  223689.974                   47            1
1875  224395.880                   44            1
1876  173417.202                   58            1
1877  210663.778                   46            1
1878  239249.758                   48            1
1879  154992.263                   62            1
1880  257465.093                   64            1
1881  203966.052                   49            1
1882  178763.579                   46            1
1883  253646.048                   60            1
1884  239668.266                   69            1
1885  238437.626                   55            1
1886  244539.867                   68            1
1887  267766.628                   65            1
1888  232820.890                   48            1
1889  274158.082                   45            1
1890  176295.636                   55            1
1891  222344.462                   60            1
1892  248883.732                   51            1
1893  243459.859                   50            1
1894  189299.839                   61            1
1895  256076.410                   43            1
1896  202065.896                   49            1
1897  271170.359                   56            1
1898  259059.337                   59            1
1899  260580.930                   56            1
1900  227936.710                   60            1
1901  208975.952                   57            1
1902  232860.095                   61            1
1903  219865.958                   50            1
1904  221180.341                   55            1
1905  237037.944                   43            1
1906  179501.356                   67            1
1907  234676.168                   40            1
1908  227033.592                   42            1
1909  258450.658                   62            1
1910  305953.995                   45            1
1911  274969.479                   48            1
1912  244438.481                   44            1
1913  238304.108                   58            1
1914  236668.652                   47            1
1915  285409.979                   66            1
1916  236047.897                   67            1
1917  267418.352                   41            1
1918  209031.226                   42            1
1919  242846.281                   60            1
1920  235052.514                   66            1
1921  229366.007                   64            1
1922  229254.846                   50            1
1923  211223.293                   55            1
1924  248335.180                   44            1
1925  176785.708                   41            1
1926  248189.091                   46            1
1927  320504.736                   58            1
1928  273632.934                   42            1
1929  231481.947                   62            1
1930  265214.321                   59            1
1931  226586.577                   66            1
1932  226677.702                   64            1
1933  215122.616                   62            1
1934  253327.845                   69            1
1935  234685.322                   45            1
1936  201552.725                   52            1
1937  212133.729                   40            1
1938  179945.107                   51            1
1939  171491.665                   53            1
1940  257004.876                   55            1
1941  339205.652                   56            1
1942  203584.054                   58            1
1943  300591.085                   44            1
1944  217312.272                   66            1
1945  209799.622                   57            1
1946  259496.830                   64            1
1947  221510.172                   60            1
1948  264787.924                   60            1
1949  268094.243                   56            1
1950  280784.264                   46            1
1951  219339.336                   60            1
1952  252972.408                   65            1
1953  269890.675                   63            1
1954  160624.059                   41            1
1955  245753.368                   66            1
1956  257799.652                   68            1
1957  233126.929                   56            1
1958  151983.852                   42            1
1959  271051.092                   57            1
1960  228806.158                   51            1
1961  195980.317                   69            1
1962  211235.768                   49            1
1963  232980.828                   49            1
1964  233292.846                   44            1
1965  278891.297                   57            1
1966  215688.175                   42            1
1967  202719.246                   60            1
1968  320285.444                   45            1
1969  220456.315                   46            1
1970  190362.813                   44            1
1971  219782.010                   57            1
1972  284672.886                   44            1
1973  260814.662                   68            1
1974  296369.920                   54            1
1975  305287.353                   64            1
1976  236312.756                   45            1
1977  242884.373                   64            1
1978  242741.514                   54            1
1979  204076.361                   46            1
1980  331630.574                   48            1
1981  211130.515                   51            1
1982  206340.337                   41            1
1983  272284.122                   41            1
1984  216099.166                   62            1
1985  274365.588                   42            1
1986  250486.399                   69            1
1987  138379.445                   59            1
1988  203286.756                   41            1
1989  252438.337                   61            1
1990  282862.065                   49            1
1991  193110.356                   43            1
1992  239132.176                   63            1
1993  246942.773                   56            1
1994  215678.152                   53            1
1995  315582.047                   67            1
1996  250565.444                   53            1
1997  215576.015                   60            1
1998  283314.500                   61            1
1999  266314.458                   67            1
