 row  hr  holiday  workingday  temp   hum  windspeed  instant  mnth  yr  Clear_to_partly_cloudy  Light_Precipitation  Misty
987    3        0           0  0.62  0.83      0.164    13991     8   1                       0                    1      0
908   20        0           1  0.74  0.70      0.134    13912     8   1                       0                    0      1
945    9        0           1  0.76  0.66      0.164    13949     8   1                       1                    0      0
546   18        0           1  0.82  0.46      0.104    13550     7   1                       1                    0      0
186   18        0           0  0.78  0.62      0.104    13190     7   1                       1                    0      0
1245  21        0           1  0.64  0.73      0.000    14249     8   1                       1                    0      0
67    19        0           1  0.84  0.36      0.134    13071     7   1                       0                    0      1
1084   4        0           1  0.64  0.83      0.104    14088     8   1                       1                    0      0
1191  15        0           0  0.64  0.65      0.000    14195     8   1                       0                    0      1
1192  16        0           0  0.66  0.65      0.000    14196     8   1                       0                    0      1
616   16        0           1  0.94  0.38      0.388    13620     7   1                       1                    0      0
824    8        0           0  0.74  0.72      0.194    13828     8   1                       1                    0      0
206   14        0           1  0.74  0.55      0.254    13210     7   1                       0                    0      1
1437  21        0           1  0.66  0.54      0.104    14441     8   1                       1                    0      0
157   13        0           0  0.96  0.31      0.254    13161     7   1                       0                    0      1
890    2        0           1  0.70  0.84      0.134    13894     8   1                       1                    0      0
216    0        0           1  0.70  0.70      0.090    13220     7   1                       1                    0      0
990    6        0           0  0.62  0.88      0.104    13994     8   1                       0                    0      1
1369   1        0           1  0.62  0.88      0.090    14373     8   1                       1                    0      0
1094  14        0           1  0.76  0.52      0.298    14098     8   1                       0                    0      1
229   13        0           1  0.82  0.38      0.194    13233     7   1                       1                    0      0
433    1        0           1  0.74  0.66      0.090    13437     7   1                       1                    0      0
177    9        0           0  0.86  0.50      0.104    13181     7   1                       1                    0      0
1011   3        0           0  0.62  0.73      0.090    14015     8   1                       1                    0      0
700    4        0           1  0.66  0.83      0.000    13704     7   1                       1                    0      0
969    9        0           1  0.64  0.89      0.000    13973     8   1                       0                    0      1
1120  16        0           1  0.82  0.32      0.224    14124     8   1                       1                    0      0
457    1        0           1  0.66  0.89      0.134    13461     7   1                       1                    0      0
491   11        0           0  0.60  0.83      0.254    13495     7   1                       0                    0      1
234   18        0           1  0.70  0.74      0.224    13238     7   1                       0                    1      0
1257   9        0           1  0.68  0.65      0.000    14261     8   1                       1                    0      0
98     2        0           1  0.74  0.51      0.000    13102     7   1                       1                    0      0
882   18        0           1  0.82  0.41      0.134    13886     8   1                       1                    0      0
334   22        0           0  0.70  0.79      0.194    13338     7   1                       1                    0      0
783   15        0           1  0.78  0.62      0.463    13787     8   1                       1                    0      0
282   18        0           1  0.76  0.45      0.134    13286     7   1                       1                    0      0
1106   2        0           1  0.64  0.69      0.194    14110     8   1                       1                    0      0
437    5        0           1  0.72  0.70      0.104    13441     7   1                       0                    0      1
906   18        0           1  0.76  0.62      0.164    13910     8   1                       0                    0      1
694   22        0           0  0.70  0.70      0.104    13698     7   1                       1                    0      0
1225   1        0           1  0.60  0.83      0.134    14229     8   1                       0                    0      1
431   23        0           1  0.76  0.58      0.090    13435     7   1                       1                    0      0
257   17        0           1  0.80  0.31      0.224    13261     7   1                       1                    0      0
367    7        0           1  0.72  0.70      0.090    13371     7   1                       1                    0      0
1156   4        0           0  0.62  0.73      0.224    14160     8   1                       1                    0      0
737   17        0           1  0.78  0.52      0.224    13741     7   1                       1                    0      0
1198  22        0           0  0.62  0.78      0.164    14202     8   1                       0                    0      1
83    11        1           0  0.82  0.46      0.134    13087     7   1                       1                    0      0
981   21        0           1  0.74  0.66      0.254    13985     8   1                       1                    0      0
304   16        0           1  0.80  0.36      0.224    13308     7   1                       0                    0      1
1129   1        0           1  0.66  0.65      0.104    14133     8   1                       1                    0      0
610   10        0           1  0.74  0.70      0.224    13614     7   1                       1                    0      0
1462  22        0           1  0.70  0.70      0.000    14466     8   1                       1                    0      0
934   22        0           1  0.72  0.74      0.104    13938     8   1                       1                    0      0
421   13        0           1  0.94  0.33      0.000    13425     7   1                       1                    0      0
984    0        0           0  0.70  0.70      0.284    13988     8   1                       1                    0      0
235   19        0           1  0.70  0.74      0.224    13239     7   1                       0                    1      0
1353   9        0           0  0.68  0.79      0.254    14357     8   1                       1                    0      0
172    4        0           0  0.78  0.66      0.104    13176     7   1                       1                    0      0
786   18        0           1  0.80  0.59      0.224    13790     8   1                       1                    0      0
19    19        0           0  0.84  0.39      0.134    13023     7   1                       1                    0      0
1161   9        0           0  0.66  0.65      0.284    14165     8   1                       1                    0      0
200    8        0           1  0.66  0.83      0.164    13204     7   1                       0                    0      1
566   14        0           1  0.84  0.53      0.224    13570     7   1                       0                    0      1
391    7        0           1  0.74  0.70      0.000    13395     7   1                       0                    0      1
68    20        0           1  0.76  0.55      0.492    13072     7   1                       0                    1      0
628    4        0           1  0.70  0.79      0.000    13632     7   1                       1                    0      0
1025  17        0           0  0.80  0.33      0.000    14029     8   1                       1                    0      0
1103  23        0           1  0.68  0.65      0.104    14107     8   1                       1                    0      0
1070  14        0           1  0.82  0.41      0.224    14074     8   1                       1                    0      0
20    20        0           0  0.84  0.39      0.134    13024     7   1                       1                    0      0
689   17        0           0  0.82  0.41      0.164    13693     7   1                       1                    0      0
554    2        0           1  0.66  0.83      0.164    13558     7   1                       1                    0      0
1274   2        0           1  0.62  0.83      0.000    14278     8   1                       1                    0      0
279   15        0           1  0.80  0.36      0.194    13283     7   1                       1                    0      0
124    4        0           1  0.74  0.66      0.224    13128     7   1                       1                    0      0
579    3        0           1  0.66  0.65      0.224    13583     7   1                       1                    0      0
1278   6        0           1  0.60  0.88      0.090    14282     8   1                       0                    0      1
617   17        0           1  0.90  0.45      0.418    13621     7   1                       1                    0      0
778   10        0           1  0.80  0.55      0.000    13782     8   1                       1                    0      0
779   11        0           1  0.82  0.52      0.104    13783     8   1                       1                    0      0
376   16        0           1  0.76  0.66      0.582    13380     7   1                       0                    1      0
250   10        0           1  0.72  0.62      0.134    13254     7   1                       0                    0      1
228   12        0           1  0.80  0.41      0.134    13232     7   1                       1                    0      0
40    16        0           1  0.84  0.36      0.284    13044     7   1                       1                    0      0
428   20        0           1  0.74  0.62      0.090    13432     7   1                       1                    0      0
278   14        0           1  0.78  0.33      0.224    13282     7   1                       1                    0      0
1023  15        0           0  0.76  0.40      0.134    14027     8   1                       1                    0      0
336    0        0           0  0.68  0.89      0.164    13340     7   1                       1                    0      0
95    23        1           0  0.78  0.43      0.090    13099     7   1                       0                    0      1
705    9        0           1  0.74  0.70      0.000    13709     7   1                       0                    0      1
838   22        0           0  0.76  0.66      0.284    13842     8   1                       1                    0      0
30     6        0           1  0.70  0.58      0.104    13034     7   1                       1                    0      0
1187  11        0           0  0.64  0.78      0.164    14191     8   1                       0                    1      0
1001  17        0           0  0.74  0.66      0.358    14005     8   1                       0                    1      0
1297   1        0           1  0.64  0.73      0.000    14301     8   1                       0                    0      1
452   20        0           1  0.82  0.49      0.164    13456     7   1                       1                    0      0
1365  21        0           0  0.64  0.83      0.134    14369     8   1                       1                    0      0
522   18        0           0  0.74  0.66      0.164    13526     7   1                       1                    0      0
825    9        0           0  0.78  0.65      0.224    13829     8   1                       1                    0      0
646   22        0           1  0.78  0.59      0.134    13650     7   1                       1                    0      0
417    9        0           1  0.82  0.56      0.000    13421     7   1                       1                    0      0
317    5        0           0  0.64  0.73      0.104    13321     7   1                       0                    0      1
1097  17        0           1  0.74  0.55      0.284    14101     8   1                       1                    0      0
476   20        0           1  0.64  0.83      0.388    13480     7   1                       0                    1      0
647   23        0           1  0.76  0.66      0.000    13651     7   1                       1                    0      0
706   10        0           1  0.74  0.66      0.224    13710     7   1                       0                    0      1
7      7        0           0  0.74  0.70      0.000    13011     7   1                       1                    0      0
982   22        0           1  0.72  0.74      0.284    13986     8   1                       1                    0      0
679    7        0           0  0.66  0.69      0.254    13683     7   1                       1                    0      0
704    8        0           1  0.72  0.74      0.104    13708     7   1                       0                    0      1
591   15        0           1  0.78  0.31      0.090    13595     7   1                       1                    0      0
723    3        0           1  0.66  0.83      0.090    13727     7   1                       1                    0      0
734   14        0           1  0.80  0.55      0.284    13738     7   1                       1                    0      0
1379  11        0           1  0.74  0.66      0.194    14383     8   1                       1                    0      0
396   12        0           1  0.90  0.35      0.000    13400     7   1                       0                    0      1
280   16        0           1  0.80  0.36      0.194    13284     7   1                       1                    0      0
1414  22        0           1  0.70  0.54      0.000    14418     8   1                       1                    0      0
586   10        0           1  0.74  0.37      0.000    13590     7   1                       1                    0      0
543   15        0           1  0.80  0.55      0.194    13547     7   1                       1                    0      0
245    5        0           1  0.64  0.89      0.000    13249     7   1                       1                    0      0
1083   3        0           1  0.66  0.74      0.104    14087     8   1                       1                    0      0
1469   5        0           1  0.64  0.89      0.164    14473     8   1                       1                    0      0
1195  19        0           0  0.64  0.73      0.134    14199     8   1                       0                    0      1
501   21        0           0  0.60  0.88      0.164    13505     7   1                       0                    0      1
749    5        0           1  0.64  0.78      0.134    13753     8   1                       0                    0      1
594   18        0           1  0.80  0.27      0.134    13598     7   1                       1                    0      0
742   22        0           1  0.68  0.74      0.254    13746     7   1                       1                    0      0
643   19        0           1  0.82  0.52      0.194    13647     7   1                       1                    0      0
500   20        0           0  0.60  0.88      0.164    13504     7   1                       0                    1      0
251   11        0           1  0.76  0.58      0.134    13255     7   1                       0                    0      1
456    0        0           1  0.66  0.89      0.090    13460     7   1                       0                    1      0
198    6        0           1  0.64  0.89      0.254    13202     7   1                       0                    1      0
102    6        0           1  0.72  0.58      0.000    13106     7   1                       1                    0      0
712   16        0           1  0.80  0.49      0.284    13716     7   1                       1                    0      0
1209   9        0           1  0.64  0.69      0.000    14213     8   1                       0                    0      1
773    5        0           1  0.66  0.89      0.134    13777     8   1                       1                    0      0
289    1        0           1  0.68  0.54      0.104    13293     7   1                       0                    0      1
44    20        0           1  0.78  0.43      0.134    13048     7   1                       1                    0      0
1387  19        0           1  0.74  0.70      0.224    14391     8   1                       1                    0      0
212   20        0           1  0.74  0.55      0.104    13216     7   1                       0                    0      1
698    2        0           1  0.68  0.74      0.000    13702     7   1                       1                    0      0
1316  20        0           1  0.70  0.65      0.224    14320     8   1                       0                    0      1
128    8        0           1  0.80  0.41      0.164    13132     7   1                       1                    0      0
1042  10        0           1  0.76  0.40      0.000    14046     8   1                       0                    0      1
834   18        0           0  0.86  0.41      0.328    13838     8   1                       1                    0      0
1276   4        0           1  0.62  0.83      0.000    14280     8   1                       1                    0      0
1149  21        0           1  0.68  0.69      0.298    14153     8   1                       0                    0      1
294    6        0           1  0.70  0.54      0.000    13298     7   1                       0                    0      1
1253   5        0           1  0.60  0.78      0.000    14257     8   1                       1                    0      0
1446   6        0           1  0.60  0.83      0.164    14450     8   1                       1                    0      0
683   11        0           0  0.76  0.55      0.224    13687     7   1                       1                    0      0
1037   5        0           1  0.64  0.69      0.104    14041     8   1                       1                    0      0
1375   7        0           1  0.66  0.83      0.000    14379     8   1                       1                    0      0
313    1        0           0  0.70  0.51      0.104    13317     7   1                       0                    0      1
767   23        0           1  0.70  0.74      0.000    13771     8   1                       1                    0      0
954   18        0           1  0.82  0.46      0.254    13958     8   1                       0                    0      1
670   22        0           0  0.66  0.78      0.090    13674     7   1                       1                    0      0
497   17        0           0  0.60  0.88      0.164    13501     7   1                       0                    1      0
300   12        0           1  0.76  0.40      0.104    13304     7   1                       0                    0      1
1029  21        0           0  0.72  0.51      0.090    14033     8   1                       1                    0      0
1009   1        0           0  0.62  0.78      0.134    14013     8   1                       1                    0      0
599   23        0           1  0.68  0.57      0.298    13603     7   1                       1                    0      0
909   21        0           1  0.72  0.74      0.000    13913     8   1                       0                    0      1
373   13        0           1  0.84  0.49      0.284    13377     7   1                       1                    0      0
299   11        0           1  0.76  0.45      0.134    13303     7   1                       0                    0      1
1448   8        0           1  0.66  0.65      0.000    14452     8   1                       1                    0      0
676    4        0           0  0.64  0.69      0.194    13680     7   1                       1                    0      0
817    1        0           0  0.72  0.84      0.194    13821     8   1                       1                    0      0
598   22        0           1  0.70  0.58      0.134    13602     7   1                       1                    0      0
176    8        0           0  0.84  0.53      0.134    13180     7   1                       1                    0      0
108   12        0           1  0.90  0.35      0.358    13112     7   1                       1                    0      0
1229   5        0           1  0.56  0.83      0.090    14233     8   1                       1                    0      0
1125  21        0           1  0.74  0.48      0.194    14129     8   1                       1                    0      0
857   17        0           0  0.82  0.46      0.254    13861     8   1                       1                    0      0
1233   9        0           1  0.64  0.69      0.000    14237     8   1                       1                    0      0
975   15        0           1  0.80  0.52      0.448    13979     8   1                       1                    0      0
733   13        0           1  0.80  0.55      0.284    13737     7   1                       1                    0      0
952   16        0           1  0.86  0.39      0.254    13956     8   1                       1                    0      0
1408  16        0           1  0.82  0.33      0.328    14412     8   1                       1                    0      0
568   16        0           1  0.80  0.55      0.298    13572     7   1                       1                    0      0
996   12        0           0  0.76  0.58      0.224    14000     8   1                       1                    0      0
362    2        0           1  0.70  0.74      0.104    13366     7   1                       1                    0      0
244    4        0           1  0.64  0.89      0.134    13248     7   1                       1                    0      0
418   10        0           1  0.90  0.42      0.194    13422     7   1                       1                    0      0
267    3        0           1  0.64  0.69      0.104    13271     7   1                       1                    0      0
109   13        0           1  0.92  0.33      0.224    13113     7   1                       1                    0      0
399   15        0           1  0.92  0.31      0.164    13403     7   1                       1                    0      0
758   14        0           1  0.82  0.46      0.164    13762     8   1                       1                    0      0
980   20        0           1  0.74  0.66      0.298    13984     8   1                       1                    0      0
9      9        0           0  0.82  0.56      0.000    13013     7   1                       1                    0      0
967    7        0           1  0.64  0.89      0.104    13971     8   1                       0                    1      0
1284  12        0           1  0.78  0.38      0.000    14288     8   1                       1                    0      0
1127  23        0           1  0.70  0.54      0.104    14131     8   1                       1                    0      0
190   22        0           0  0.74  0.70      0.090    13194     7   1                       0                    1      0
372   12        0           1  0.84  0.49      0.134    13376     7   1                       1                    0      0
243    3        0           1  0.64  0.89      0.134    13247     7   1                       1                    0      0
1251   3        0           1  0.62  0.78      0.000    14255     8   1                       1                    0      0
989    5        0           0  0.62  0.88      0.104    13993     8   1                       1                    0      0
1426  10        0           1  0.72  0.48      0.164    14430     8   1                       1                    0      0
112   16        0           1  0.92  0.33      0.254    13116     7   1                       1                    0      0
201    9        0           1  0.66  0.83      0.164    13205     7   1                       0                    0      1
1467   3        0           1  0.66  0.89      0.104    14471     8   1                       1                    0      0
1116  12        0           1  0.80  0.33      0.104    14120     8   1                       1                    0      0
164   20        0           0  0.90  0.37      0.164    13168     7   1                       1                    0      0
1296   0        0           1  0.66  0.69      0.000    14300     8   1                       0                    0      1
510    6        0           0  0.62  0.83      0.090    13514     7   1                       0                    0      1
507    3        0           0  0.60  0.88      0.104    13511     7   1                       0                    0      1
1221  21        0           1  0.60  0.83      0.000    14225     8   1                       1                    0      0
305   17        0           1  0.80  0.36      0.164    13309     7   1                       0                    0      1
520   16        0           0  0.74  0.66      0.104    13524     7   1                       1                    0      0
861   21        0           0  0.72  0.79      0.104    13865     8   1                       1                    0      0
37    13        0           1  0.86  0.34      0.224    13041     7   1                       1                    0      0
1241  17        0           1  0.74  0.51      0.284    14245     8   1                       1                    0      0
1208   8        0           1  0.62  0.73      0.104    14212     8   1                       0                    0      1
642   18        0           1  0.82  0.46      0.164    13646     7   1                       1                    0      0
1188  12        0           0  0.64  0.73      0.000    14192     8   1                       0                    1      0
436    4        0           1  0.72  0.70      0.104    13440     7   1                       1                    0      0
528    0        0           1  0.66  0.89      0.090    13532     7   1                       1                    0      0
344    8        0           0  0.70  0.84      0.134    13348     7   1                       0                    0      1
90    18        1           0  0.90  0.42      0.194    13094     7   1                       1                    0      0
478   22        0           1  0.62  0.83      0.194    13482     7   1                       0                    0      1
326   14        0           0  0.80  0.55      0.104    13330     7   1                       1                    0      0
62    14        0           1  0.90  0.25      0.194    13066     7   1                       1                    0      0
57     9        0           1  0.80  0.49      0.164    13061     7   1                       1                    0      0
925   13        0           1  0.80  0.52      0.000    13929     8   1                       0                    0      1
292    4        0           1  0.66  0.61      0.000    13296     7   1                       0                    0      1
1386  18        0           1  0.78  0.52      0.254    14390     8   1                       1                    0      0
462    6        0           1  0.66  0.89      0.164    13466     7   1                       0                    0      1
387    3        0           1  0.72  0.66      0.000    13391     7   1                       1                    0      0
937    1        0           1  0.70  0.79      0.134    13941     8   1                       1                    0      0
21    21        0           0  0.84  0.39      0.134    13025     7   1                       1                    0      0
696    0        0           1  0.70  0.74      0.090    13700     7   1                       1                    0      0
902   14        0           1  0.82  0.46      0.000    13906     8   1                       0                    0      1
1134   6        0           1  0.62  0.78      0.134    14138     8   1                       1                    0      0
877   13        0           1  0.80  0.49      0.224    13881     8   1                       1                    0      0
1337  17        0           0  0.66  0.74      0.328    14341     8   1                       0                    0      1
993    9        0           0  0.68  0.79      0.194    13997     8   1                       1                    0      0
208   16        0           1  0.78  0.40      0.284    13212     7   1                       1                    0      0
114   18        0           1  0.90  0.39      0.328    13118     7   1                       0                    0      1
995   11        0           0  0.74  0.66      0.164    13999     8   1                       1                    0      0
728    8        0           1  0.70  0.79      0.134    13732     7   1                       1                    0      0
637   13        0           1  0.84  0.47      0.284    13641     7   1                       1                    0      0
682   10        0           0  0.74  0.62      0.000    13686     7   1                       1                    0      0
52     4        0           1  0.68  0.65      0.104    13056     7   1                       1                    0      0
151    7        0           0  0.78  0.66      0.104    13155     7   1                       1                    0      0
41    17        0           1  0.84  0.32      0.134    13045     7   1                       1                    0      0
800    8        0           1  0.72  0.70      0.134    13804     8   1                       1                    0      0
1486  22        0           1  0.76  0.58      0.194    14490     8   1                       1                    0      0
968    8        0           1  0.62  0.91      0.164    13972     8   1                       0                    1      0
315    3        0           0  0.70  0.54      0.104    13319     7   1                       0                    0      1
973   13        0           1  0.76  0.58      0.358    13977     8   1                       0                    0      1
561    9        0           1  0.84  0.53      0.000    13565     7   1                       1                    0      0
542   14        0           1  0.78  0.59      0.164    13546     7   1                       0                    0      1
714   18        0           1  0.76  0.58      0.418    13718     7   1                       1                    0      0
994   10        0           0  0.72  0.62      0.090    13998     8   1                       1                    0      0
219    3        0           1  0.68  0.79      0.000    13223     7   1                       1                    0      0
1361  17        0           0  0.64  0.89      0.224    14365     8   1                       1                    0      0
1410  18        0           1  0.78  0.40      0.254    14414     8   1                       1                    0      0
1413  21        0           1  0.72  0.48      0.090    14417     8   1                       1                    0      0
972   12        0           1  0.74  0.66      0.358    13976     8   1                       0                    0      1
732   12        0           1  0.80  0.46      0.000    13736     7   1                       1                    0      0
1164  12        0           0  0.76  0.37      0.194    14168     8   1                       1                    0      0
291    3        0           1  0.68  0.61      0.000    13295     7   1                       0                    0      1
725    5        0           1  0.66  0.83      0.164    13729     7   1                       1                    0      0
1052  20        0           1  0.74  0.62      0.224    14056     8   1                       1                    0      0
560    8        0           1  0.74  0.70      0.194    13564     7   1                       1                    0      0
570   18        0           1  0.76  0.62      0.328    13574     7   1                       1                    0      0
205   13        0           1  0.76  0.55      0.254    13209     7   1                       0                    0      1
1035   3        0           1  0.64  0.69      0.000    14039     8   1                       1                    0      0
1384  16        0           1  0.80  0.55      0.254    14388     8   1                       1                    0      0
345    9        0           0  0.72  0.79      0.000    13349     7   1                       0                    0      1
923   11        0           1  0.80  0.52      0.000    13927     8   1                       0                    0      1
1181   5        0           0  0.60  0.73      0.134    14185     8   1                       0                    0      1
753    9        0           1  0.68  0.74      0.090    13757     8   1                       0                    0      1
1244  20        0           1  0.64  0.73      0.000    14248     8   1                       1                    0      0
614   14        0           1  0.90  0.47      0.254    13618     7   1                       1                    0      0
1288  16        0           1  0.76  0.48      0.164    14292     8   1                       1                    0      0
4      4        0           0  0.70  0.79      0.194    13008     7   1                       1                    0      0
23    23        0           0  0.78  0.52      0.164    13027     7   1                       0                    1      0
301   13        0           1  0.80  0.38      0.134    13305     7   1                       0                    0      1
298   10        0           1  0.74  0.48      0.000    13302     7   1                       0                    0      1
49     1        0           1  0.72  0.58      0.000    13053     7   1                       1                    0      0
273    9        0           1  0.72  0.58      0.104    13277     7   1                       1                    0      0
1138  10        0           1  0.74  0.55      0.164    14142     8   1                       1                    0      0
1190  14        0           0  0.64  0.73      0.000    14194     8   1                       0                    1      0
620   20        0           1  0.86  0.50      0.254    13624     7   1                       1                    0      0
27     3        0           1  0.72  0.54      0.418    13031     7   1                       0                    0      1
1441   1        0           1  0.64  0.65      0.000    14445     8   1                       1                    0      0
1322   2        0           0  0.66  0.74      0.090    14326     8   1                       0                    0      1
1162  10        0           0  0.70  0.54      0.164    14166     8   1                       1                    0      0
958   22        0           1  0.66  0.69      0.224    13962     8   1                       0                    0      1
1004  20        0           0  0.66  0.89      0.418    14008     8   1                       0                    1      0
175    7        0           0  0.80  0.66      0.000    13179     7   1                       1                    0      0
1431  15        0           1  0.76  0.40      0.194    14435     8   1                       1                    0      0
567   15        0           1  0.82  0.49      0.298    13571     7   1                       1                    0      0
1442   2        0           1  0.62  0.73      0.000    14446     8   1                       1                    0      0
1126  22        0           1  0.72  0.51      0.164    14130     8   1                       1                    0      0
166   22        0           0  0.84  0.59      0.194    13170     7   1                       1                    0      0
368    8        0           1  0.74  0.66      0.104    13372     7   1                       1                    0      0
463    7        0           1  0.66  0.89      0.194    13467     7   1                       0                    0      1
1109   5        0           1  0.60  0.78      0.164    14113     8   1                       1                    0      0
692   20        0           0  0.74  0.66      0.104    13696     7   1                       1                    0      0
285   21        0           1  0.72  0.48      0.224    13289     7   1                       1                    0      0
1170  18        0           0  0.74  0.37      0.164    14174     8   1                       1                    0      0
54     6        0           1  0.70  0.65      0.134    13058     7   1                       1                    0      0
117   21        0           1  0.84  0.47      0.194    13121     7   1                       1                    0      0
963    3        0           1  0.72  0.79      0.194    13967     8   1                       0                    0      1
173    5        0           0  0.78  0.62      0.000    13177     7   1                       1                    0      0
123    3        0           1  0.74  0.70      0.194    13127     7   1                       0                    0      1
893    5        0           1  0.70  0.79      0.104    13897     8   1                       1                    0      0
10    10        0           0  0.86  0.44      0.298    13014     7   1                       1                    0      0
541   13        0           1  0.80  0.52      0.104    13545     7   1                       0                    0      1
239   23        0           1  0.64  0.89      0.104    13243     7   1                       0                    0      1
548   20        0           1  0.76  0.62      0.164    13552     7   1                       1                    0      0
162   18        0           0  0.94  0.29      0.090    13166     7   1                       1                    0      0
395   11        0           1  0.86  0.47      0.000    13399     7   1                       0                    0      1
1419   3        0           1  0.62  0.73      0.104    14423     8   1                       1                    0      0
726    6        0           1  0.64  0.89      0.164    13730     7   1                       1                    0      0
223    7        0           1  0.70  0.74      0.104    13227     7   1                       0                    0      1
971   11        0           1  0.68  0.79      0.134    13975     8   1                       0                    1      0
777    9        0           1  0.76  0.66      0.104    13781     8   1                       1                    0      0
100    4        0           1  0.72  0.58      0.000    13104     7   1                       1                    0      0
1302   6        0           1  0.62  0.83      0.000    14306     8   1                       0                    0      1
697    1        0           1  0.70  0.74      0.000    13701     7   1                       1                    0      0
1140  12        0           1  0.82  0.41      0.224    14144     8   1                       1                    0      0
663   15        0           0  0.88  0.32      0.284    13667     7   1                       1                    0      0
655    7        0           0  0.72  0.70      0.134    13659     7   1                       1                    0      0
991    7        0           0  0.64  0.83      0.090    13995     8   1                       1                    0      0
595   19        0           1  0.76  0.33      0.134    13599     7   1                       1                    0      0
338    2        0           0  0.68  0.89      0.164    13342     7   1                       0                    0      1
369    9        0           1  0.76  0.62      0.164    13373     7   1                       1                    0      0
565   13        0           1  0.84  0.53      0.298    13569     7   1                       0                    0      1
1439  23        0           1  0.66  0.57      0.000    14443     8   1                       1                    0      0
1305   9        0           1  0.72  0.58      0.000    14309     8   1                       0                    0      1
426   18        0           1  0.76  0.62      0.134    13430     7   1                       0                    0      1
144    0        0           0  0.78  0.66      0.134    13148     7   1                       1                    0      0
976   16        0           1  0.78  0.55      0.298    13980     8   1                       1                    0      0
590   14        0           1  0.80  0.29      0.134    13594     7   1                       1                    0      0
0      0        0           0  0.76  0.66      0.000    13004     7   1                       1                    0      0
1299   3        0           1  0.64  0.73      0.000    14303     8   1                       1                    0      0
195    3        0           1  0.70  0.89      0.194    13199     7   1                       0                    1      0
79     7        1           0  0.68  0.65      0.000    13083     7   1                       1                    0      0
469   13        0           1  0.68  0.83      0.104    13473     7   1                       0                    1      0
490   10        0           0  0.58  0.88      0.254    13494     7   1                       0                    1      0
854   14        0           0  0.90  0.42      0.463    13858     8   1                       1                    0      0
1021  13        0           0  0.78  0.40      0.000    14025     8   1                       1                    0      0
1247  23        0           1  0.62  0.83      0.000    14251     8   1                       1                    0      0
1139  11        0           1  0.76  0.52      0.284    14143     8   1                       1                    0      0
829   13        0           0  0.88  0.42      0.298    13833     8   1                       1                    0      0
1420   4        0           1  0.60  0.73      0.224    14424     8   1                       1                    0      0
393    9        0           1  0.82  0.49      0.224    13397     7   1                       0                    0      1
1459  19        0           1  0.76  0.48      0.134    14463     8   1                       1                    0      0
277   13        0           1  0.80  0.33      0.224    13281     7   1                       1                    0      0
1460  20        0           1  0.74  0.58      0.164    14464     8   1                       1                    0      0
91    19        1           0  0.86  0.47      0.224    13095     7   1                       1                    0      0
170    2        0           0  0.82  0.52      0.104    13174     7   1                       1                    0      0
272    8        0           1  0.68  0.65      0.134    13276     7   1                       1                    0      0
75     3        1           0  0.68  0.74      0.194    13079     7   1                       1                    0      0
887   23        0           1  0.72  0.74      0.194    13891     8   1                       1                    0      0
324   12        0           0  0.74  0.66      0.090    13328     7   1                       0                    0      1
1102  22        0           1  0.70  0.61      0.164    14106     8   1                       1                    0      0
1407  15        0           1  0.82  0.34      0.298    14411     8   1                       1                    0      0
946   10        0           1  0.80  0.55      0.224    13950     8   1                       1                    0      0
56     8        0           1  0.74  0.62      0.090    13060     7   1                       1                    0      0
816    0        0           0  0.74  0.79      0.164    13820     8   1                       1                    0      0
87    15        1           0  0.92  0.35      0.298    13091     7   1                       1                    0      0
1012   4        0           0  0.64  0.69      0.090    14016     8   1                       1                    0      0
107   11        0           1  0.90  0.35      0.298    13111     7   1                       1                    0      0
536    8        0           1  0.72  0.79      0.104    13540     7   1                       1                    0      0
236   20        0           1  0.64  0.83      0.224    13240     7   1                       0                    1      0
711   15        0           1  0.80  0.49      0.254    13715     7   1                       1                    0      0
498   18        0           0  0.60  0.88      0.194    13502     7   1                       0                    0      1
780   12        0           1  0.84  0.44      0.134    13784     8   1                       1                    0      0
1224   0        0           1  0.60  0.83      0.090    14228     8   1                       0                    0      1
1252   4        0           1  0.58  0.83      0.104    14256     8   1                       1                    0      0
357   21        0           0  0.72  0.79      0.090    13361     7   1                       1                    0      0
269    5        0           1  0.62  0.73      0.104    13273     7   1                       1                    0      0
461    5        0           1  0.66  0.89      0.134    13465     7   1                       0                    0      1
74     2        1           0  0.66  0.83      0.134    13078     7   1                       1                    0      0
59    11        0           1  0.86  0.34      0.194    13063     7   1                       1                    0      0
404   20        0           1  0.86  0.34      0.164    13408     7   1                       1                    0      0
286   22        0           1  0.72  0.51      0.164    13290     7   1                       1                    0      0
492   12        0           0  0.60  0.83      0.224    13496     7   1                       0                    1      0
571   19        0           1  0.76  0.62      0.164    13575     7   1                       1                    0      0
1260  12        0           1  0.74  0.51      0.000    14264     8   1                       1                    0      0
1065   9        0           1  0.70  0.74      0.000    14069     8   1                       0                    0      1
1373   5        0           1  0.62  0.88      0.000    14377     8   1                       1                    0      0
1308  12        0           1  0.76  0.45      0.090    14312     8   1                       0                    0      1
739   19        0           1  0.74  0.62      0.358    13743     7   1                       0                    1      0
1143  15        0           1  0.86  0.30      0.463    14147     8   1                       1                    0      0
11    11        0           0  0.88  0.39      0.224    13015     7   1                       1                    0      0
1376   8        0           1  0.66  0.83      0.090    14380     8   1                       1                    0      0
1026  18        0           0  0.78  0.35      0.104    14030     8   1                       1                    0      0
227   11        0           1  0.80  0.46      0.194    13231     7   1                       1                    0      0
