,Working_Year,Designation,Experience,Employment_Status,Employee_Location,Company_Size,Remote_Working_Ratio,Job_Category,Salary_In_Rupees
325,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"9,881,750.00"
326,2022,Data Analyst,Executive,FT,US,M,100,Data Analytics,"10,344,000.00"
327,2022,Data Analyst,Executive,FT,US,M,100,Data Analytics,"8,752,666.67"
328,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"13,526,833.33"
329,2022,Data Analyst,Mid,FT,US,M,100,Data Analytics,"9,190,250.00"
330,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,983,416.67"
331,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,186,750.00"
332,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,983,416.67"
333,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,186,750.00"
334,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"13,160,833.33"
335,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,528,666.67"
336,2022,Data Analyst,Mid,FT,US,M,100,Data Analytics,"13,288,083.33"
337,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"19,407,000.00"
338,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"10,869,166.67"
339,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,695,333.33"
340,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,254,500.00"
341,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"7,455,666.67"
342,2022,Head of Data Science,Executive,FT,US,M,100,Managerial,"17,823,583.33"
343,2022,Head of Data Science,Executive,FT,US,M,100,Managerial,"13,357,750.00"
344,2022,Analytics Engineer,Executive,FT,US,M,100,Data Analytics,"13,924,666.67"
345,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,460,583.33"
346,2022,Data Engineer,Senior,FT,US,M,0,Data Engineering,"8,657,166.67"
347,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"7,602,833.33"
348,2022,Data Engineer,Senior,FT,US,L,0,Data Engineering,"8,991,333.33"
349,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"10,741,916.67"
350,2022,Data Science Manager,Senior,FT,US,M,100,Managerial,"12,837,916.67"
351,2022,Data Science Manager,Senior,FT,US,M,100,Managerial,"10,912,250.00"
352,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"13,288,083.33"
353,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"9,787,083.33"
354,2022,Data Engineer,Senior,FT,GB,M,0,Data Engineering,"6,248,250.00"
355,2022,Data Engineer,Senior,FT,GB,M,0,Data Engineering,"5,206,833.33"
356,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"11,935,416.67"
357,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"16,828,916.67"
358,2022,Data Architect,Senior,FT,CA,M,100,Data Engineering,"15,309,166.67"
359,2022,Data Architect,Senior,FT,CA,M,100,Data Engineering,"7,216,916.67"
360,2022,Data Analyst,Senior,FT,CA,M,100,Data Analytics,"10,344,000.00"
361,2022,Data Analyst,Senior,FT,CA,M,100,Data Analytics,"4,877,583.33"
362,2022,Data Analyst,Senior,FT,CA,M,100,Data Analytics,"10,344,000.00"
363,2022,Data Analyst,Senior,FT,CA,M,100,Data Analytics,"4,877,583.33"
364,2022,Data Engineer,Senior,FT,US,L,0,Data Engineering,"12,731,083.33"
365,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,028,333.33"
366,2022,Data Engineer,Senior,FT,US,M,0,Data Engineering,"10,821,416.67"
367,2022,Data Analyst,Mid,FT,US,S,0,Data Analytics,"4,615,000.00"
368,2022,Analytics Engineer,Executive,FT,US,M,100,Data Analytics,"10,741,916.67"
369,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"13,526,833.33"
370,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"9,787,083.33"
371,2022,Machine Learning Engineer,Senior,FT,US,M,0,Machine Learning,"15,090,333.33"
372,2022,Machine Learning Engineer,Senior,FT,US,M,0,Machine Learning,"13,128,666.67"
373,2022,ETL Developer,Mid,FT,GR,M,0,Data Engineering,"4,372,916.67"
374,2022,ETL Developer,Mid,FT,GR,M,0,Data Engineering,"4,372,916.67"
375,2022,Lead Data Engineer,Executive,FT,CA,S,100,Data Engineering,"9,404,083.33"
376,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"10,503,166.67"
377,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"13,160,833.33"
378,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"16,612,083.33"
379,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"11,760,333.33"
380,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,900,583.33"
381,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"8,081,833.33"
382,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"10,254,500.00"
383,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,455,666.67"
384,2022,Head of Machine Learning,Executive,FT,IN,L,50,Machine Learning,"6,289,083.33"
385,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,528,666.67"
386,2022,Machine Learning Engineer,Entry,FT,GB,L,100,Machine Learning,"2,967,916.67"
387,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"13,049,416.67"
388,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,333,250.00"
389,2022,Machine Learning Engineer,Mid,FT,GB,M,0,Machine Learning,"9,893,083.33"
390,2022,Machine Learning Engineer,Mid,FT,GB,M,0,Machine Learning,"7,810,416.67"
391,2022,AI Scientist,Mid,FT,US,M,0,Machine Learning,"9,548,333.33"
392,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,983,416.67"
393,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,186,750.00"
394,2022,Data Analytics Manager,Senior,FT,US,M,100,Data Analytics,"11,537,583.33"
395,2022,Data Analytics Manager,Senior,FT,US,M,100,Data Analytics,"8,386,666.67"
396,2022,Machine Learning Engineer,Mid,FT,FR,M,100,Machine Learning,"6,996,666.67"
397,2022,Data Engineer,Mid,FT,GB,M,0,Data Engineering,"9,372,416.67"
398,2022,Data Scientist,Senior,FT,US,L,100,Data Science,"17,131,333.33"
399,2022,Data Scientist,Senior,FT,US,L,100,Data Science,"12,587,916.67"
400,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"16,638,000.00"
401,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"12,301,416.67"
402,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"9,224,833.33"
403,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"6,498,083.33"
404,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"13,924,666.67"
405,2022,Data Engineer,Mid,FT,GB,M,0,Data Engineering,"7,810,416.67"
406,2022,Data Analyst,Mid,FT,US,S,0,Data Analytics,"4,615,000.00"
407,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"14,609,000.00"
408,2022,Data Analyst,Mid,FT,GB,M,100,Data Analytics,"4,165,583.33"
409,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"14,322,500.00"
410,2022,Data Scientist,Mid,FT,GB,M,0,Data Science,"5,727,583.33"
411,2022,Data Scientist,Mid,FT,GB,M,0,Data Science,"3,644,833.33"
412,2022,Data Engineer,Mid,FT,GR,M,100,Data Engineering,"5,247,500.00"
413,2022,Data Engineer,Mid,FT,GR,M,100,Data Engineering,"3,935,583.33"
414,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"6,248,250.00"
415,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"4,686,166.67"
416,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"20,688,083.33"
417,2022,Data Science Engineer,Senior,FT,AR,L,100,Other,"4,774,166.67"
418,2022,Data Engineer,Mid,FT,US,M,0,Data Engineering,"5,084,500.00"
419,2022,Machine Learning Scientist,Mid,FT,US,L,100,Machine Learning,"12,731,083.33"
420,2022,Machine Learning Scientist,Mid,FT,US,L,100,Machine Learning,"8,935,666.67"
421,2022,Data Science Manager,Mid,FT,US,M,100,Managerial,"19,176,250.00"
422,2022,Data Science Manager,Mid,FT,US,M,100,Managerial,"12,651,583.33"
423,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"14,322,500.00"
424,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"6,365,583.33"
425,2022,Data Engineer,Mid,FT,US,M,0,Data Engineering,"6,596,333.33"
426,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"8,020,583.33"
427,2022,Data Engineer,Mid,FT,ES,M,100,Data Engineering,"3,935,583.33"
428,2022,Data Scientist,Senior,FT,US,L,0,Data Science,"11,171,583.33"
429,2022,Data Analyst,Mid,FT,GB,M,100,Data Analytics,"3,124,166.67"
430,2022,Data Analyst,Mid,FT,ES,M,100,Data Analytics,"3,498,333.33"
431,2022,Data Analyst,Mid,FT,ES,M,100,Data Analytics,"2,623,750.00"
432,2022,Data Engineer,Mid,FT,ES,M,100,Data Engineering,"6,996,666.67"
433,2022,Data Engineer,Mid,FT,ES,M,100,Data Engineering,"6,122,083.33"
434,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"8,331,083.33"
435,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"7,289,666.67"
436,2022,Data Engineer,Mid,FT,ES,M,100,Data Engineering,"5,247,500.00"
437,2022,Data Engineer,Mid,FT,GR,M,100,Data Engineering,"6,996,666.67"
438,2022,Machine Learning Engineer,Senior,FT,US,M,0,Machine Learning,"15,090,333.33"
439,2022,Machine Learning Engineer,Senior,FT,US,M,0,Machine Learning,"13,128,666.67"
440,2022,Data Analyst,Mid,FT,GR,M,100,Data Analytics,"3,498,333.33"
441,2022,Data Analyst,Mid,FT,GR,M,100,Data Analytics,"2,623,750.00"
442,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"7,810,416.67"
443,2022,Data Engineer,Mid,FT,GB,M,100,Data Engineering,"6,248,250.00"
444,2022,Data Scientist,Senior,FT,US,L,0,Data Science,"17,131,333.33"
445,2022,Data Engineer,Mid,FT,GR,M,100,Data Engineering,"6,122,083.33"
446,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"16,638,000.00"
447,2022,Data Engineer,Senior,FT,US,L,100,Data Engineering,"12,301,416.67"
448,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"14,322,500.00"
449,2022,ML Engineer,Entry,FT,PT,L,100,Machine Learning,"1,749,166.67"
450,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"6,365,583.33"
451,2022,Machine Learning Developer,Mid,FT,CA,M,100,Machine Learning,"6,269,333.33"
452,2022,Director of Data Science,Executive,FT,CA,L,50,Managerial,"15,673,500.00"
453,2022,Machine Learning Engineer,Mid,FT,US,S,100,Machine Learning,"9,548,333.33"
454,2022,Computer Vision Engineer,Entry,FT,US,M,0,Other,"9,946,166.67"
455,2022,NLP Engineer,Mid,FT,US,L,50,Data Science,"2,962,833.33"
456,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"8,354,833.33"
457,2022,Lead Machine Learning Engineer,Senior,FT,DE,M,0,Machine Learning,"6,996,666.67"
458,2022,Business Data Analyst,Mid,FT,IN,M,100,Data Analytics,"1,467,416.67"
459,2022,Data Scientist,Mid,FT,IN,L,100,Data Science,"2,515,583.33"
460,2022,Machine Learning Infrastructure Engineer,Mid,FT,PT,L,50,Data Engineering,"4,635,333.33"
461,2022,Financial Data Analyst,Entry,FT,US,L,50,Data Analytics,"7,956,916.67"
462,2022,Data Engineer,Mid,PT,DE,L,50,Data Engineering,"4,372,916.67"
463,2022,Data Scientist,Entry,FT,IN,M,100,Data Science,"1,467,416.67"
464,2022,Principal Data Scientist,Senior,FT,DE,M,100,Data Science,"12,943,916.67"
465,2022,Data Engineer,Entry,FT,US,M,100,Data Engineering,"9,548,333.33"
466,2022,Research Scientist,Senior,FT,US,L,50,Other,"11,458,000.00"
467,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"8,346,083.33"
468,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"7,956,916.67"
469,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
470,2022,Data Analyst,Mid,FT,US,M,100,Data Analytics,"10,741,916.67"
471,2022,Data Analyst,Mid,FT,US,M,100,Data Analytics,"3,978,500.00"
472,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"17,505,250.00"
473,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
474,2022,Data Scientist,Mid,FT,GB,M,0,Data Science,"14,579,333.33"
475,2022,Data Scientist,Mid,FT,GB,M,0,Data Science,"7,289,666.67"
476,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"14,728,333.33"
477,2022,Machine Learning Engineer,Senior,FT,US,M,100,Machine Learning,"17,505,250.00"
478,2022,Data Scientist,Mid,FT,US,M,100,Data Science,"15,913,916.67"
479,2022,Data Scientist,Mid,FT,US,M,100,Data Science,"9,548,333.33"
480,2022,Machine Learning Engineer,Senior,FT,AE,S,100,Machine Learning,"9,548,333.33"
481,2022,Machine Learning Engineer,Senior,FT,AE,S,100,Machine Learning,"5,172,000.00"
482,2022,Data Engineer,Executive,FT,US,M,100,Data Engineering,"25,780,500.00"
483,2022,Data Engineer,Executive,FT,US,M,100,Data Engineering,"17,187,000.00"
484,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"16,709,583.33"
485,2022,Machine Learning Engineer,Senior,FT,US,M,100,Machine Learning,"9,548,333.33"
486,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"18,301,000.00"
487,2022,Data Scientist,Entry,PT,DZ,M,50,Data Science,"7,956,916.67"
488,2022,Data Scientist,Mid,FL,CA,M,100,Data Science,"7,956,916.67"
489,2022,Applied Machine Learning Scientist,Entry,CT,TN,M,100,Machine Learning,"2,536,250.00"
490,2022,Head of Data,Senior,FT,MY,M,100,Managerial,"15,913,916.67"
491,2022,Principal Data Analyst,Mid,FT,CA,S,100,Data Analytics,"5,967,750.00"
492,2022,Data Scientist,Mid,FT,PL,L,100,Data Science,"2,831,916.67"
493,2022,Machine Learning Developer,Senior,FT,CA,M,100,Machine Learning,"6,269,333.33"
494,2022,Data Scientist,Senior,FT,BR,M,100,Data Science,"7,956,916.67"
495,2022,Machine Learning Scientist,Mid,FT,US,M,50,Machine Learning,"12,174,166.67"
496,2022,Data Engineer,Entry,FT,PK,M,100,Data Engineering,"4,617,833.33"
497,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"13,129,000.00"
498,2022,Research Scientist,Senior,FT,FR,L,50,Other,"7,433,916.67"
499,2022,Data Scientist,Entry,FT,CA,L,100,Data Science,"4,169,083.33"
500,2022,Machine Learning Engineer,Senior,FT,NL,L,100,Machine Learning,"4,985,083.33"
501,2022,Head of Data,Mid,FT,EE,S,100,Managerial,"2,623,750.00"
502,2022,Data Scientist,Entry,FT,JP,L,100,Data Science,"3,182,750.00"
503,2022,Machine Learning Engineer,Mid,FT,AU,L,100,Machine Learning,"6,956,333.33"
504,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"9,150,500.00"
505,2022,Data Scientist,Entry,FT,AU,M,50,Data Science,"6,898,916.67"
506,2022,Applied Machine Learning Scientist,Mid,FT,BO,L,100,Machine Learning,"5,967,750.00"
507,2022,Research Scientist,Mid,FT,AT,L,0,Other,"5,160,000.00"
508,2022,Research Scientist,Entry,FT,US,L,100,Other,"9,548,333.33"
509,2022,Applied Data Scientist,Mid,FT,US,L,100,Data Science,"12,492,416.67"
510,2022,Computer Vision Software Engineer,Entry,FT,AU,S,100,Other,"11,935,416.67"
511,2022,Business Data Analyst,Mid,FT,CA,L,50,Data Analytics,"5,642,416.67"
512,2022,Data Engineer,Entry,FT,US,S,100,Data Engineering,"5,172,000.00"
513,2022,Machine Learning Engineer,Senior,FT,IE,S,100,Machine Learning,"5,684,750.00"
514,2022,Data Analytics Engineer,Entry,FT,PK,M,0,Data Analytics,"1,591,416.67"
515,2022,Data Scientist,Mid,FT,RU,S,100,Data Science,"3,819,333.33"
516,2022,Data Science Manager,Senior,FT,US,M,100,Managerial,"12,134,333.33"
517,2022,Data Engineer,Mid,FT,FR,M,100,Data Engineering,"5,422,416.67"
518,2022,Data Scientist,Mid,FT,CH,L,0,Data Science,"9,735,000.00"
519,2022,Applied Data Scientist,Senior,FT,US,L,100,Data Science,"30,236,416.67"
520,2022,Data Scientist,Mid,FT,CA,M,100,Data Science,"5,517,000.00"
521,2022,Computer Vision Engineer,Entry,FT,PT,M,100,Other,"795,666.67"
522,2022,Data Analyst,Mid,FT,GR,S,100,Data Analytics,"1,591,416.67"
523,2022,Data Analytics Lead,Senior,FT,US,L,100,Data Analytics,"32,225,666.67"
524,2022,Data Scientist,Mid,FT,US,L,100,Data Science,"10,741,916.67"
525,2022,Applied Data Scientist,Senior,FT,US,L,100,Data Science,"14,083,833.33"
526,2022,Data Scientist,Mid,FT,US,M,100,Data Science,"6,206,416.67"
527,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"10,741,916.67"
528,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,956,916.67"
529,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,186,750.00"
530,2022,Data Analyst,Mid,FT,CA,M,0,Data Analytics,"6,763,416.67"
531,2022,Data Analyst,Mid,FT,CA,M,0,Data Analytics,"5,967,750.00"
532,2022,Machine Learning Engineer,Senior,FT,US,M,100,Machine Learning,"17,027,833.33"
533,2022,Machine Learning Engineer,Senior,FT,US,M,100,Machine Learning,"15,325,083.33"
534,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"21,197,333.33"
535,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"16,957,833.33"
536,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,983,416.67"
537,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,333,250.00"
538,2022,Data Scientist,Mid,FT,US,M,0,Data Science,"11,243,166.67"
539,2022,Data Scientist,Mid,FT,US,M,0,Data Science,"8,124,083.33"
540,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"9,224,833.33"
541,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"6,498,083.33"
542,2022,Data Engineer,Mid,FT,US,M,0,Data Engineering,"16,446,916.67"
543,2022,Data Engineer,Mid,FT,US,M,0,Data Engineering,"7,885,333.33"
544,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,344,000.00"
545,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"9,150,500.00"
546,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"8,792,416.67"
547,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,344,000.00"
548,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,881,333.33"
549,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,731,083.33"
550,2022,Data Scientist,Senior,FT,US,L,0,Data Science,"16,335,583.33"
551,2022,Data Scientist,Senior,FT,US,L,0,Data Science,"11,171,583.33"
552,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"14,004,250.00"
553,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,458,000.00"
554,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"15,921,833.33"
555,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,731,083.33"
556,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"11,537,583.33"
557,2022,Data Engineer,Senior,FT,US,M,0,Data Engineering,"5,609,666.67"
558,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"16,335,583.33"
559,2022,Data Scientist,Senior,FT,US,M,0,Data Science,"11,171,583.33"
560,2022,Analytics Engineer,Senior,FT,US,M,0,Data Analytics,"16,335,583.33"
561,2022,Analytics Engineer,Senior,FT,US,M,0,Data Analytics,"14,696,500.00"
562,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"13,932,583.33"
563,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"11,159,583.33"
564,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"9,242,000.00"
565,2022,Data Engineer,Senior,FT,US,M,0,Data Engineering,"4,296,750.00"
566,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"13,526,833.33"
567,2022,Data Analyst,Mid,FT,GB,M,0,Data Analytics,"5,206,833.33"
568,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"6,365,583.33"
569,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
570,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"16,709,583.33"
571,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
572,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"7,956,916.67"
573,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"5,490,333.33"
574,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"16,709,583.33"
575,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
576,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"16,709,583.33"
577,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"11,941,416.67"
578,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"7,956,916.67"
579,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"1,989,250.00"
580,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"10,065,583.33"
581,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,455,083.33"
582,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"17,514,083.33"
583,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,737,500.00"
584,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,354,833.33"
585,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"8,826,250.00"
586,2022,Data Analyst,Mid,FT,GB,M,0,Data Analytics,"3,644,833.33"
587,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,139,750.00"
588,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"7,877,416.67"
589,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"4,774,166.67"
590,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"15,322,250.00"
591,2022,Data Architect,Senior,FT,US,M,100,Data Engineering,"11,526,000.00"
592,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"18,301,000.00"
593,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"11,935,416.67"
594,2022,Data Analytics Manager,Senior,FT,US,M,100,Data Analytics,"11,956,083.33"
595,2022,Data Analytics Manager,Senior,FT,US,M,100,Data Analytics,"8,695,333.33"
596,2022,Data Scientist,Senior,FT,US,M,100,Data Science,"16,709,583.33"
597,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"13,526,833.33"
598,2022,Data Scientist,Mid,FT,US,M,100,Data Science,"12,731,083.33"
599,2022,Data Scientist,Mid,FT,US,M,100,Data Science,"10,344,000.00"
600,2022,Data Analyst,Entry,FT,CA,M,0,Data Analytics,"5,331,166.67"
601,2022,Data Analyst,Entry,FT,CA,M,0,Data Analytics,"4,137,583.33"
602,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"12,253,666.67"
603,2022,Data Engineer,Senior,FT,US,M,100,Data Engineering,"10,025,750.00"
604,2022,Data Analyst,Senior,FT,US,M,0,Data Analytics,"10,264,500.00"
605,2022,Data Analyst,Senior,FT,US,M,100,Data Analytics,"11,935,416.67"
606,2022,AI Scientist,Mid,FT,IN,L,100,Machine Learning,"15,913,916.67"
