,Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h_int
1687,2128,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368.0,Long-haul,13
1688,2129,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 May,10h 55m,1 stop,,12898.0,Long-haul,10
1689,2130,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,10197.0,Long-haul,12
1690,2131,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,12121.0,Long-haul,14
1691,2132,Air India,27/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 28 May,24h 50m,2 stops,No info,16163.0,Extreme duration,24
1692,2134,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,,5780.0,Short-haul,2
1693,2135,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,Short-haul,1
1694,2136,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496.0,Short-haul,4
1695,2137,Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15 13 Jun,30h 55m,2 stops,No info,12488.0,Extreme duration,30
1696,2138,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2
1697,2139,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,2647.0,Short-haul,1
1698,2141,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,8266.0,Medium,7
1699,2142,Vistara,15/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,Short-haul,3
1700,2143,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4423.0,Short-haul,2
1701,2145,SpiceJet,15/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5726.0,Short-haul,4
1702,2146,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,15:30,9h 30m,1 stop,No info,15147.0,Medium,9
1703,2147,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 19 May,22h 5m,1 stop,No info,15554.0,Extreme duration,22
1704,2148,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 26 Jun,29h 20m,2 stops,No info,12819.0,Extreme duration,29
1705,2149,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 28 Jun,7h 30m,1 stop,No info,7198.0,Medium,7
1706,2150,IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073.0,Medium,5
1707,2152,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,3205.0,Short-haul,1
1708,2153,SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3257.0,Short-haul,2
1709,2155,IndiGo,09/03/2019,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1 stop,No info,5054.0,Short-haul,4
1710,2156,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 22 May,7h 30m,1 stop,In-flight meal not included,12898.0,Medium,7
1711,2158,Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 02 Apr,23h 10m,2 stops,No info,9258.0,Extreme duration,23
1712,2159,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1 stop,In-flight meal not included,9663.0,Long-haul,16
1713,2161,GoAir,6/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419.0,Short-haul,2
1714,2162,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016.0,Short-haul,3
1715,2163,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,Short-haul,3
1716,2164,GoAir,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,4959.0,Medium,9
1717,2165,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 10 Jun,23h 10m,2 stops,No info,10151.0,Extreme duration,23
1718,2166,Air India,18/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 19 May,38h,3 stops,No info,10703.0,Extreme duration,38
1719,2167,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844.0,Medium,9
1720,2168,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,7205.0,Medium,6
1721,2169,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,No info,12284.0,Medium,9
1722,2173,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,No info,11507.0,Extreme duration,23
1723,2174,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,,5198.0,Short-haul,3
1724,2175,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368.0,Long-haul,13
1725,2176,Vistara,3/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,Short-haul,2
1726,2178,Air India,15/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,9443.0,Short-haul,2
1727,2179,IndiGo,9/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 10 May,5h 5m,1 stop,No info,8177.0,Medium,5
1728,2180,Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,11410.0,Medium,5
1729,2181,GoAir,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5h 50m,1 stop,No info,9385.0,Medium,5
1730,2182,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262.0,Medium,9
1731,2183,SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873.0,Short-haul,2
1732,2184,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,18:50,7h 10m,1 stop,No info,11999.0,Medium,7
1733,2185,Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 28 Jun,18h 15m,2 stops,No info,14300.0,Extreme duration,18
1734,2186,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175.0,Short-haul,1
1735,2189,IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809.0,Short-haul,4
1736,2190,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7354.0,Long-haul,11
1737,2192,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,9719.0,Medium,6
1738,2193,Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040.0,Short-haul,1
1739,2197,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul,2
1740,2198,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442.0,Long-haul,13
1741,2199,IndiGo,3/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 04 Jun,5h 5m,1 stop,No info,11378.0,Medium,5
1742,2200,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 28 Jun,10h 30m,1 stop,No info,13377.0,Long-haul,10
1743,2201,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844.0,Long-haul,12
1744,2203,Air India,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 28 Mar,16h 10m,2 stops,No info,6057.0,Long-haul,16
1745,2204,Air India,6/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5176.0,Short-haul,2
1746,2205,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,18h 45m,2 stops,No info,13014.0,Extreme duration,18
1747,2206,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1 stop,No Info,7917.0,Short-haul,4
1748,2207,SpiceJet,9/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583.0,Medium,5
1749,2208,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229.0,Short-haul,2
1750,2209,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 19 May,9h 30m,1 stop,No info,7191.0,Medium,9
1751,2210,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0,Short-haul,1
1752,2211,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 07 Mar,10h 35m,1 stop,No info,14871.0,Long-haul,10
1753,2212,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,8099.0,Long-haul,10
1754,2213,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1 stop,No info,8366.0,Medium,9
1755,2215,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,18286.0,Medium,8
1756,2216,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,23:05,19:45 07 Mar,20h 40m,1 stop,No info,17024.0,Extreme duration,20
1757,2217,Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,6144.0,Short-haul,3
1758,2218,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:45,13h 45m,1 stop,No info,13941.0,Long-haul,13
1759,2219,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,3702.0,Short-haul,3
1760,2220,SpiceJet,15/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583.0,Medium,5
1761,2221,Air India,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,19:40,09:10 13 Mar,13h 30m,1 stop,No info,10208.0,Long-haul,13
1762,2222,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384.0,Medium,8
1763,2223,Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 07 May,19h 25m,2 stops,No info,17049.0,Extreme duration,19
1764,2224,IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7006.0,Long-haul,13
1765,2225,Air India,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12723.0,Long-haul,14
1766,2226,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 13 Jun,20h 25m,1 stop,In-flight meal not included,10577.0,Extreme duration,20
1767,2227,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1 stop,No info,16736.0,Long-haul,12
1768,2228,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 25 Jun,15h 25m,1 stop,In-flight meal not included,10262.0,Long-haul,15
1769,2229,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7155.0,Medium,7
1770,2231,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2
1771,2232,Air India,15/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,16:20,6h 50m,1 stop,No info,8714.0,Medium,6
1772,2233,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 May,24h 10m,1 stop,No info,10953.0,Extreme duration,24
1773,2234,Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 13 Jun,23h 55m,1 stop,,10203.0,Extreme duration,23
1774,2235,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 19 May,23h 35m,1 stop,In-flight meal not included,12373.0,Extreme duration,23
1775,2236,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,14151.0,Long-haul,14
1776,2237,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 25 May,28h 50m,1 stop,No info,12121.0,Extreme duration,28
1777,2238,Vistara,9/04/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,5586.0,Short-haul,3
1778,2240,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 22 May,7h 30m,1 stop,In-flight meal not included,8586.0,Medium,7
1779,2241,SpiceJet,6/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5409.0,Short-haul,4
1780,2242,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,11h 35m,2 stops,No info,7178.0,Long-haul,11
1781,2243,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 25 Jun,15h 10m,1 stop,In-flight meal not included,5797.0,Long-haul,15
1782,2244,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40 25 Mar,23h 55m,1 stop,No info,13759.0,Extreme duration,23
1783,2246,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 22 May,22h 5m,1 stop,No info,16079.0,Extreme duration,22
1784,2247,SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017.0,Short-haul,1
1785,2248,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 19 May,22h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration,22
1786,2250,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 May,24h 10m,1 stop,In-flight meal not included,8066.0,Extreme duration,24
1787,2252,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,No info,11507.0,Medium,7
1788,2253,SpiceJet,9/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5351.0,Medium,5
1789,2254,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 02 Apr,23h 50m,1 stop,,7064.0,Extreme duration,23
1790,2255,IndiGo,3/03/2019,Delhi,Cochin,DEL → MAA → COK,02:05,07:25,5h 20m,1 stop,No info,10394.0,Medium,5
1791,2256,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 16 May,14h 25m,1 stop,In-flight meal not included,11507.0,Long-haul,14
1792,2258,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 13 Jun,17h 20m,1 stop,In-flight meal not included,10262.0,Extreme duration,17
1793,2259,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2
1794,2261,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,17267.0,Long-haul,13
1795,2262,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 22 May,10h 30m,1 stop,No info,14067.0,Long-haul,10
1796,2263,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823.0,Short-haul,2
1797,2264,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,Short-haul,2
1798,2265,Air Asia,12/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 13 May,2h 50m,non-stop,No info,4483.0,Short-haul,2
1799,2266,Air India,6/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13h 25m,2 stops,No info,14960.0,Long-haul,13
1800,2268,Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 25 Mar,12h 25m,1 stop,No info,12173.0,Long-haul,12
1801,2269,Air India,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,8h 15m,1 stop,No info,11392.0,Medium,8
1802,2270,Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45 16 May,27h 45m,2 stops,No info,16057.0,Extreme duration,27
1803,2272,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,11507.0,Short-haul,2
1804,2275,Air India,21/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961.0,Short-haul,2
1805,2276,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:15 25 Mar,12h 5m,1 stop,No info,14231.0,Long-haul,12
1806,2277,Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 28 Jun,22h,2 stops,In-flight meal not included,10919.0,Extreme duration,22
1807,2278,Air India,27/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:00,19:15,12h 15m,2 stops,No info,10913.0,Long-haul,12
1808,2279,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 Jun,2h 20m,non-stop,No info,5277.0,Short-haul,2
1809,2280,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,7485.0,Long-haul,10
1810,2281,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20 25 Mar,23h 25m,1 stop,No info,14231.0,Extreme duration,23
1811,2282,GoAir,6/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,4201.0,Medium,6
1812,2284,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,No info,6513.0,Medium,7
1813,2285,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 07 Jun,28h,1 stop,No info,14714.0,Extreme duration,28
1814,2286,IndiGo,9/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218.0,Medium,5
1815,2287,Air India,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603.0,Medium,7
1816,2289,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,13504.0,Medium,9
1817,2290,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9646.0,Long-haul,15
1818,2291,IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5224.0,Short-haul,2
1819,2292,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,No info,12692.0,Medium,8
1820,2295,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,11507.0,Medium,9
1821,2296,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
1822,2297,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 10 May,16h 45m,1 stop,No info,12121.0,Long-haul,16
1823,2298,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,Short-haul,2
1824,2299,Air India,21/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 22 May,15h 20m,2 stops,No info,13033.0,Long-haul,15
1825,2300,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174.0,Short-haul,2
1826,2301,Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152.0,Long-haul,14
1827,2302,Air India,27/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201.0,Short-haul,2
1828,2303,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1 stop,In-flight meal not included,9134.0,Medium,9
1829,2304,Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 19 May,18h 20m,2 stops,No info,13243.0,Extreme duration,18
1830,2305,Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 28 May,22h 55m,2 stops,No info,15129.0,Extreme duration,22
1831,2306,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2759.0,Short-haul,1
1832,2308,Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,9187.0,Long-haul,15
1833,2309,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7740.0,Long-haul,15
1834,2310,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6144.0,Short-haul,3
1835,2311,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,10877.0,Medium,7
1836,2312,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442.0,Long-haul,10
1837,2313,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1 stop,No info,5054.0,Long-haul,10
1838,2314,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 28 Jun,10h 15m,1 stop,,5797.0,Long-haul,10
1839,2315,Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → AMD → DEL,06:45,23:55,17h 10m,2 stops,No info,10573.0,Extreme duration,17
1840,2318,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 10 May,11h 5m,1 stop,In-flight meal not included,9663.0,Long-haul,11
1841,2319,Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769.0,Short-haul,2
1842,2321,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 19 May,10h 55m,1 stop,In-flight meal not included,12373.0,Long-haul,10
1843,2322,SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,3815.0,Short-haul,2
1844,2323,Jet Airways,15/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,12:35 16 Jun,24h 20m,2 stops,,14300.0,Extreme duration,24
1845,2324,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2
1846,2326,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,9736.0,Long-haul,13
1847,2328,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7408.0,Long-haul,13
1848,2329,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 13 Jun,16h,1 stop,No info,13044.0,Long-haul,16
1849,2330,Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,12723.0,Extreme duration,17
1850,2331,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 07 May,12h 10m,1 stop,In-flight meal not included,8586.0,Long-haul,12
1851,2332,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 13 Jun,9h 30m,1 stop,No info,6316.0,Medium,9
1852,2333,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,15554.0,Long-haul,10
1853,2335,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,10197.0,Medium,8
1854,2336,IndiGo,3/03/2019,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5h 55m,1 stop,No info,13790.0,Medium,5
1855,2337,Air India,15/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 16 May,23h 40m,2 stops,No info,10975.0,Extreme duration,23
1856,2339,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 07 Jun,7h 30m,1 stop,No info,7198.0,Medium,7
1857,2341,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,In-flight meal not included,12717.0,Long-haul,12
1858,2342,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,13:20,6h 40m,1 stop,No info,14871.0,Medium,6
1859,2343,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,20:50,14h 20m,2 stops,In-flight meal not included,10118.0,Long-haul,14
1860,2345,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,In-flight meal not included,2071.0,Short-haul,1
1861,2346,Air India,27/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0,Short-haul,2
1862,2348,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005.0,Medium,9
1863,2349,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 10 Jun,18h 10m,2 stops,No info,14237.0,Extreme duration,18
