idx	index	artists	name	danceability
32748	32748	['Jaymes Young']	I'll Be Good	0.455
961	961	['Timbiriche']	Soy Un Desastre	0.818
28128	28128	['Taylor Swift']	Mine	0.624
13062	13062	['Beto & Richie Grupo Soñador']	El Paso del Gigante	0.652
2100	2100	['Los Fugitivos']	Y Como Es El - Balada/ Mariachi	0.610
26134	26134	['Kid Cudi']	REVOFEV	0.608
10634	10634	['Opeth']	Harvest	0.500
31928	31928	['N.O.R.E.', 'Fat Joe', 'Big Mato', 'Nina Sky'...	Mas Maiz	0.694
30241	30241	['The Black Keys']	Sinister Kid	0.761
38294	38294	['Hayes Carll']	Beaumont	0.688
31778	31778	['Staind']	Everything Changes	0.500
40147	40147	['Beenie Man']	Romie	0.727
16175	16175	['Lana Del Rey']	Honeymoon	0.169
11261	11261	['R.K.M & Ken-Y', 'Ken-Y']	Llorarás	0.512
38535	38535	['Jason Aldean']	I Ain't Ready to Quit	0.520
38586	38586	['Ed Sheeran']	Autumn Leaves - Deluxe Edition	0.555
29136	29136	['Myke Towers']	Diosa	0.801
16802	16802	['Fat Joe']	My Lifestyle	0.588
30066	30066	['Boosie Badazz']	Mind of a Maniac	0.792
11416	11416	['Thousand Foot Krutch']	Welcome To The Masquerade	0.514
13789	13789	['Ne-Yo']	Lazy Love	0.410
24274	24274	['will.i.am', 'Britney Spears']	Scream & Shout	0.772
21912	21912	['Jason Derulo']	In My Head	0.762
38857	38857	['Florida Georgia Line']	Like You Ain’t Even Gone	0.520
4738	4738	['Fort Minor', 'Styles Of Beyond']	Remember the Name (feat. Styles of Beyond)	0.688
38895	38895	['The National Parks']	As We Ran	0.431
32076	32076	['Craig Morgan']	This Ain't Nothin'	0.353
24076	24076	['Big Sean', 'Nicki Minaj']	Dance (A$$) Remix	0.787
37718	37718	['The Black Keys']	Busted	0.520
3598	3598	['Sabaton']	Resist and Bite	0.519
41121	41121	['jhfly']	for you	0.637
31572	31572	['Memphis Bleek', 'T.I.', 'Trick Daddy']	Round Here	0.696
5619	5619	['Future']	Honest	0.719
21316	21316	["Destiny's Child", 'T.I.', 'Lil Wayne']	Soldier (feat. T.I. & Lil' Wayne)	0.878
19438	19438	['Gnarls Barkley']	Gone Daddy Gone / I Just Want to Make Love to You	0.752
7116	7116	['Atmosphere']	The Waitress	0.781
36806	36806	['Jeremy Soule']	Secunda	0.144
27650	27650	['Gorillaz']	O Green World	0.672
35576	35576	['John Williams']	The Arrival of Baby Harry	0.076
39424	39424	['Zach Bryan']	Heading South	0.671
23648	23648	['Pepper']	Bring Me Along	0.647
30486	30486	['The Clash']	Should I Stay or Should I Go - Remastered	0.742
13683	13683	['Disturbed']	Indestructible	0.429
16191	16191	['$uicideBoy$']	Vincent Van Gogh Ain't Got Shit On Me	0.548
17054	17054	['Three Days Grace']	Take Me Under	0.480
13047	13047	['La Leyenda']	Hay Algo en ti	0.682
34316	34316	['Whitney Houston']	I Look to You	0.550
299	299	['El-P']	Deep Space 9mm	0.523
23870	23870	['Mike Jones']	Next to You	0.650
32323	32323	['Emancipator']	Greenland	0.593
12595	12595	['Grupo Laberinto']	Juan Ramos	0.483
27093	27093	['Paulina Rubio']	El Ultimo Adios	0.541
37508	37508	['The Offspring']	Come Out Swinging	0.258
32629	32629	['John Mayer']	Paper Doll	0.658
16988	16988	['The Sea and Cake']	Sound & Vision	0.692
4679	4679	['Hilary Duff']	Fly	0.272
7352	7352	['Rick Ross']	I'm Not A Star	0.667
16628	16628	['Bryant Myers', 'Anuel AA']	Gan-Ga - Remix	0.861
37747	37747	['Solomon Burke']	Don't Give Up On Me	0.550
28364	28364	['Ben Rector']	Forever Like That	0.607
32644	32644	['DVBBS', 'Borgeous']	Tsunami - Original Mix	0.698
2069	2069	['Eslabon Armado']	Tentacion	0.613
18846	18846	['blink-182']	Pathetic - Live/1999	0.381
847	847	['Rev Theory']	Light It Up	0.437
22563	22563	['Kendrick Lamar']	HUMBLE.	0.908
28188	28188	['Tedeschi Trucks Band']	Midnight in Harlem	0.447
25878	25878	['The Game', 'Lil Wayne']	My Life	0.673
14251	14251	['Phil Wickham']	Divine / Sailing / Time / Hymn - Acoustic	0.250
13426	13426	['Akon', 'Ray Lavender']	Against The Grain	0.772
23757	23757	['Miley Cyrus']	7 Things - Single Version	0.590
32113	32113	['Pancho Barraza']	Y Las Mariposas	0.699
37288	37288	['Luke Combs']	Blue Collar Boys	0.531
40762	40762	['Owl City', 'Carly Rae Jepsen']	Good Time	0.567
17971	17971	['The National']	Graceless	0.438
35787	35787	['Immortal Technique']	Leaving the Past	0.844
23889	23889	['Alicia Keys']	Un-thinkable (I'm Ready)	0.595
21133	21133	['Gary Jules', 'Michael Andrews']	Mad World (Feat. Michael Andrews)	0.345
34974	34974	['Post Malone']	Cold	0.670
38820	38820	['A Day To Remember']	End Of Me	0.448
2575	2575	['DJ Nelson', 'Zion']	Yo Voy A Llegar	0.747
898	898	['Valentín Elizalde']	Mi Amante	0.774
40530	40530	['Danilo Montero']	Revelacion	0.269
5480	5480	['Benjy Wertheimer', 'John De Kadt']	One River	0.687
34960	34960	['The Weeknd']	Nothing Without You	0.575
41652	41652	['Leon Bridges', 'Terrace Martin']	Sweeter (feat. Terrace Martin)	0.719
23394	23394	['Nelly', 'Tim McGraw']	Over And Over	0.644
16212	16212	['Disturbed']	The Vengeful One	0.238
38680	38680	['Tame Impala']	Music To Walk Home By	0.396
8782	8782	['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'R...	Pretty Woman	0.677
15713	15713	['Vampire Weekend']	California English	0.615
27308	27308	['Sean Paul']	Gimme the Light	0.778
1575	1575	['Mac Miller']	Ascension	0.756
8336	8336	['Chloe x Halle']	Tipsy	0.817
19752	19752	['Phoenix']	Love Like a Sunset, Pt. 1	0.625
2398	2398	['Faith Hill']	Cry	0.512
2472	2472	['A Perfect Circle']	Vanishing	0.633
23384	23384	['Don Omar']	Pobre Diabla	0.734
8916	8916	['Death Cab for Cutie']	Different Names for the Same Thing	0.369
3241	3241	['Cults']	Bad Things	0.382
12687	12687	['311']	Uncalm	0.562
10705	10705	['Kenny Chesney']	Live Those Songs	0.575
8806	8806	['Atreyu']	Right Side Of The Bed	0.267
16263	16263	['Red Velvet']	러시안 룰렛 Russian Roulette	0.726
36632	36632	['Zoé']	Luna - Live	0.223
3039	3039	['Gramatik']	Hit That Jive	0.896
34148	34148	['Koop', 'Ane Brun']	Koop Island Blues	0.571
8558	8558	['Pete Rock']	Pete's Jazz	0.581
10269	10269	['lovelytheband']	make you feel pretty	0.671
38604	38604	['Luke Bryan']	I Don't Want This Night To End	0.616
18259	18259	['TWENTY88']	Push It	0.604
12427	12427	['The Unlikely Candidates']	Novocaine	0.652
35626	35626	['KeKe Wyatt']	If Only You Knew	0.636
7416	7416	['Tally Hall']	Cannibal	0.497
28660	28660	['Mac Miller']	Donald Trump	0.716
32457	32457	['Los Telez']	Yo Soy Tu Maestro	0.819
40166	40166	['Marco Antonio Solís']	Dios Bendiga Nuestro Amor	0.543
39257	39257	['Peach Pit']	Alrighty Aphrodite	0.534
17963	17963	['Echosmith']	Tell Her You Love Her	0.637
38017	38017	['The Game', 'Nate Dogg']	Where I'm From	0.797
14935	14935	['VeggieTales']	Jonah Was A Prophet - From "Jonah: A VeggieTal...	0.816
34028	34028	['Akon']	Lonely	0.621
35563	35563	['Jennifer Lopez']	Play	0.775
29321	29321	['Los Amantes De Lola']	Beber de Tu Sangre	0.634
4046	4046	['SZA', 'The Weeknd', 'Travis Scott', 'Game of...	Power is Power (feat. The Weeknd & Travis Scott)	0.507
23092	23092	['Michael Jackson']	You Rock My World	0.854
893	893	['Los Sierreños']	Paz En Este Amor	0.768
18369	18369	['Chris Brown']	To My Bed	0.710
545	545	['Jim Brickman']	When You Wish Upon a Star	0.487
27532	27532	['KC & The Sunshine Band']	Keep It Comin' Love	0.773
21152	21152	['The Flaming Lips']	Yoshimi Battles the Pink Robots, Pt. 1	0.555
18954	18954	['Howard Shore']	Farewell Dear Bilbo	0.297
19305	19305	['Reggie P']	Why Me?	0.854
7258	7258	['The Growlers']	Empty Bones	0.578
17869	17869	['Citipointe Live']	How Great Thou Art	0.221
32809	32809	['NF']	Wake Up	0.689
22990	22990	['Enya']	A Day Without Rain	0.230
41563	41563	['Jessie Reyez', '6LACK']	IMPORTED (with 6LACK)	0.712
6109	6109	['Freya Ridings']	Castles	0.672
6186	6186	['J Balvin', 'Bad Bunny']	ODIO	0.740
8127	8127	['Comethazine', 'Ugly God']	Let It Eat (feat. Ugly God)	0.944
27823	27823	['Mack 10', 'Tha Dogg Pound']	Nothin' But The Cavi Hit	0.852
20029	20029	['Lindsey Stirling']	Song of the Caged Bird	0.476
33413	33413	['Eric Clapton', 'B.B. King']	Ten Long Years	0.678
15034	15034	['Chris Cagle']	Just Love Me	0.506
21653	21653	['Maroon 5']	Won't Go Home Without You	0.737
1122	1122	['Ledisi']	Pieces Of Me	0.681
3649	3649	['Javier Rosas Y Su Artillería Pesada']	En La Sierra Y En La Ciudad "La China"	0.821
25439	25439	['Metallica']	St. Anger	0.249
909	909	['Liquid Mind']	My Quiet Spirit, Pt. 2	0.060
5065	5065	['Fall Out Boy']	West Coast Smoker	0.596
36198	36198	['Arctic Monkeys']	This House Is a Circus	0.472
26521	26521	['Keith Urban']	Somewhere In My Car	0.588
599	599	['Yolanda Adams']	Be Blessed	0.670
19579	19579	['Jr. Walker & The All Stars']	Shotgun - Extended Stereo Mix 2005	0.752
37221	37221	['Eminem']	Kamikaze	0.780
20402	20402	['Palisades']	Fall	0.516
5019	5019	['New Kids On The Block']	Summertime	0.632
41533	41533	['Dominic Fike']	Açaí Bowl	0.687
30636	30636	['Porter Robinson']	Goodbye To A World	0.444
17604	17604	['La Factoria', 'Eddy Lover']	Perdóname	0.675
37740	37740	['Rod Stewart']	The Way You Look Tonight	0.463
38236	38236	['Seether']	Like Suicide	0.335
21361	21361	['The Fray']	How to Save a Life	0.640
36003	36003	['Makaveli']	Toss It Up	0.766
24320	24320	['Arctic Monkeys']	Arabella	0.579
37431	37431	['Famous Dex', 'Rich The Kid', 'Tyga']	What I Like (feat. Rich The Kid & Tyga)	0.929
23788	23788	['Lil Wayne', 'JAY-Z']	Mr. Carter	0.486
20760	20760	['Tate McRae']	stupid	0.673
8110	8110	['BTS']	Go Go	0.856
40942	40942	['Ciaran Lavery']	Shame	0.619
20012	20012	['Sara Bareilles']	Once Upon Another Time	0.275
11387	11387	['John Mayer']	I'm Gonna Find Another You - Live at the Nokia...	0.392
17805	17805	['Trading Yesterday']	Shattered	0.477
28667	28667	['Rihanna']	Kiss It Better	0.619
33679	33679	['Brad Paisley']	Little Moments	0.513
22543	22543	['Sia']	Cheap Thrills	0.628
8137	8137	['Jorja Smith']	Blue Lights	0.692
24693	24693	['Bruno Major']	Easily	0.772
15716	15716	['Kottonmouth Kings', 'Insane Clown Posse']	Fuck the Police	0.839
35465	35465	['The Smashing Pumpkins']	Stand Inside Your Love	0.271
21012	21012	['Billy Joel']	Piano Man	0.334
8114	8114	['Leon Bridges', 'Luke Combs']	Beyond (feat. Luke Combs) - Live	0.619
25807	25807	['The Maccabees']	Toothpaste Kisses	0.464
4661	4661	['The Avett Brothers']	One Line Wonder	0.523
3134	3134	['My Chemical Romance']	Save Yourself, I'll Hold Them Back	0.463
7967	7967	['Seafret']	Oceans	0.372
7250	7250	['Liquid Mind']	Letting Go, Pt. 1	0.169
39125	39125	['BTS']	Stigma	0.583
16940	16940	['Jerry Rivera']	Vuela Muy Alto - Salsa Version	0.834
940	940	['Carrie Underwood']	Cowboy Casanova	0.597
17468	17468	['Eden James']	Hurt Me - Radio Edit	0.350
37269	37269	['Ben Platt']	Grow As We Go	0.458
6342	6342	['Incubus']	Pardon Me - Acoustic	0.484
94	94	['OutKast', 'Killer Mike', 'J-Sweet']	Snappin' & Trappin' (with Killer Mike & J-Sweet)	0.565
22883	22883	['Gunna', 'Young Thug']	DOLLAZ ON MY HEAD (feat. Young Thug)	0.825
35774	35774	['Rob Zombie']	Pussy Liquor	0.540
35571	35571	['Project Pat', 'DJ Paul', 'Juicy J']	If You Ain't from My Hood (feat. DJ Paul & Jui...	0.916
31737	31737	['Lamb of God']	The Faded Line	0.352
27554	27554	['Madeleine Peyroux']	Dance Me To The End Of Love	0.599
10848	10848	['Jeff Bates']	Long, Slow Kisses	0.535
29749	29749	['Spoon']	I Turn My Camera On	0.943
13344	13344	['Orfeh']	Ireland	0.476
18858	18858	['Sodom']	Napalm in the Morning	0.253
11017	11017	['Eurythmics', 'Annie Lennox', 'Dave Stewart']	There Must Be an Angel (Playing with My Heart)	0.584
4883	4883	['Jonathan Groff', 'Brian Johnson', 'Jonathan ...	Totally Fucked - Original Broadway Cast Record...	0.692
9941	9941	['Taylor Bennett', 'Chance the Rapper']	Broad Shoulders (feat. Chance the Rapper)	0.600
26031	26031	['Kid Cudi', 'Ratatat']	Alive (Nightmare)	0.710
13629	13629	['Don Omar']	Good Looking	0.629
16856	16856	['Norah Jones']	Shoot The Moon	0.566
29439	29439	['Alanis Morissette']	Hands Clean	0.513
39412	39412	['John Mayer']	I Guess I Just Feel Like	0.556
19140	19140	['Smog']	Our Anniversary	0.539
39173	39173	['Tyler Childers']	I Swear (To God)	0.590
23943	23943	['Joe Nichols']	Gimmie That Girl	0.500
38327	38327	['The Audition']	Warm Me Up	0.477
22524	22524	['Ariana Grande']	Into You	0.623
29339	29339	['moe.']	In a Big Country	0.648
6585	6585	['Red Hot Chili Peppers']	I Could Die for You	0.377
33768	33768	['A.B. Quintanilla III', 'Kumbia Kings']	Fuego	0.835
28669	28669	['Ariana Grande', 'Lil Wayne']	Let Me Love You	0.527
10911	10911	['Mystic Roots Band']	Pass The Marajuana	0.688
38165	38165	['El Potro De Sinaloa']	El Vaso Derrama	0.833
18010	18010	['Lady Gaga']	Fashion!	0.606
1104	1104	['Christina Perri']	the lonely	0.237
14362	14362	['Joel Lyssarides']	Silent Agreement	0.230
20038	20038	['John Mulaney']	The Worse Word	0.622
37462	37462	['The White Stripes']	Death Letter	0.432
29587	29587	['Head Automatica']	Beating Heart Baby	0.458
35284	35284	['Jon Pardi']	Heartache Medication	0.621
4718	4718	['John Prine']	Glory of True Love	0.616
30406	30406	['Chris Brown']	Don't Judge Me	0.328
9635	9635	['Gabrielle Aplin']	Home	0.425
4336	4336	['Gob']	I Hear You Calling	0.564
19319	19319	['Alkaline Trio']	The Poison	0.428
6839	6839	['BoomBox']	Midnight on the Run	0.823
39028	39028	['Lana Del Rey']	Art Deco	0.282
17639	17639	['Frédéric Chopin', 'Alexandre Tharaud']	Chopin: Ballade No. 1 in G Minor, Op. 23	0.215
11135	11135	['Red Hot Chili Peppers']	So Much I	0.374
1135	1135	['Kendrick Lamar', 'Colin Munroe']	No Make-Up (Her Vice) (feat. Colin Munroe)	0.535
41045	41045	['5 Seconds of Summer']	Disconnected	0.624
21121	21121	['Stone Sour']	Bother	0.272
23995	23995	['Katy Perry']	Firework	0.638
8192	8192	['Regina Mira']	October	0.493
25327	25327	['Dave Matthews Band']	Grace Is Gone	0.558
24607	24607	['Haley Reinhart']	Can't Help Falling in Love	0.410
6755	6755	['Gary Stewart']	She's Actin' Single (I'm Drinkin' Doubles)	0.708
41370	41370	['OneRepublic']	Connection	0.611
19562	19562	['Pat Benatar']	Promises In The Dark	0.278
17550	17550	['Shinedown']	Second Chance - Acoustic [Bonus Track]	0.376
20931	20931	['Three 6 Mafia', 'UGK', 'Project Pat']	Sippin On Some Syrup (feat. UGK (Underground K...	0.944
4207	4207	['Cat Power']	I Found A Reason	0.477
36869	36869	['Barrett Wilbert Weed', 'Michelle Duffy', 'Da...	Dead Girl Walking (Reprise)	0.745
38360	38360	['Parachute']	The Mess I Made	0.405
37961	37961	['Common']	Testify	0.730
36591	36591	['Mat Kearney']	Hey Mama	0.622
5599	5599	['London Grammar']	Wasting My Young Years	0.543
24543	24543	['Tame Impala']	New Person, Same Old Mistakes	0.470
31630	31630	['Chris Cagle']	What A Beautiful Day - Final Version	0.576
33525	33525	["Destiny's Child"]	Dangerously In Love	0.419
19192	19192	['Koauka']	Take You For A Ride	0.759
29144	29144	['Surfaces']	Take It Easy	0.765
32777	32777	['MKTO']	Just Imagine It	0.699
2168	2168	['George Thorogood & The Destroyers']	Get A Haircut	0.612
4903	4903	['Led Zeppelin']	Whole Lotta Love - 2007 Remaster	0.444
17249	17249	['Thrice']	Red Sky	0.535
17220	17220	['Eminem']	Just Don't Give A Fuck	0.553
14932	14932	['Con Funk Shun']	Love's Train	0.700
7280	7280	['Pacific Dub']	California Girl	0.664
17265	17265	['Kimya Dawson']	I Like Giants	0.538
20773	20773	['Cali Y El Dandee', 'Sebastian Yatra']	Locura	0.758
38021	38021	['Broken Social Scene']	7/4 (Shoreline)	0.464
15871	15871	['MIKA']	Elle me dit	0.791
32599	32599	['B.o.B', 'T.I.', 'Juicy J']	We Still in this Bitch (feat. T.I. and Juicy J)	0.693
35929	35929	['Big & Rich']	Rollin' (The Ballad of Big & Rich)	0.492
33629	33629	['Juanes']	Mala Gente	0.664
39819	39819	['Lucero']	Nights Like These	0.273
18001	18001	['Ariana Grande']	Honeymoon Avenue	0.692
21621	21621	['The-Dream', 'Fabolous']	Shawty Is Da Shit	0.785
27733	27733	['Banda El Recodo']	Dos Botellas De Mezcal	0.511
18258	18258	['Kygo', 'Foxes']	Oasis (feat. Foxes)	0.606
13179	13179	['Rise Against']	The Good Left Undone	0.179
18491	18491	['Noah Kahan', 'Julia Michaels']	Hurt Somebody (With Julia Michaels)	0.633
40719	40719	['Ben Howard']	The Wolves	0.483
37145	37145	['AJR']	Come Hang Out	0.612
29893	29893	['Steve Jablonsky']	Arrival to Earth	0.103
39343	39343	['Mac Miller']	Programs	0.880
6690	6690	['Death Cab for Cutie']	Expo '86	0.581
10786	10786	['Play']	Us Against the World	0.775
40346	40346	['Fats Domino']	Walking To New Orleans - Remastered	0.606
29307	29307	['Maxwell']	Lifetime	0.695
15275	15275	['Bullet For My Valentine']	Suffocating Under Words Of Sorrow (What Can I Do)	0.221
36972	36972	['Father John Misty']	Chateau Lobby #4 (in C for Two Virgins)	0.436
30627	30627	['Plan B']	Candy	0.897
8259	8259	['ZAYN', 'Zhavia Ward']	A Whole New World (End Title) - From "Aladdin"	0.302
15184	15184	['HIM']	Vampire Heart	0.485
13327	13327	['Kate Nash']	Nicest Thing	0.536
4889	4889	['Snoop Dogg', 'Akon']	Boss' Life	0.683
37850	37850	['Lynyrd Skynyrd']	Red White & Blue	0.464
29492	29492	['Sophie B. Hawkins']	Damn I Wish I Was Your Lover	0.563
39089	39089	['Kane Brown']	There Goes My Everything	0.592
34688	34688	['Five Finger Death Punch']	M.I.N.E (End This Way)	0.524
19806	19806	['Brantley Gilbert']	Bending The Rules And Breaking The Law	0.449
1744	1744	['Marc E. Bassy', 'Kehlani']	Made Love First	0.692
25058	25058	['The Beatles']	Let It Be - Remastered 2015	0.445
15028	15028	['Akwid', 'Adan Sanchez']	Apesar De Todo	0.822
37251	37251	['Wiz Khalifa', 'Lil Skies']	Fr Fr (feat. Lil Skies)	0.916
31140	31140	['Kelly Clarkson']	Broken & Beautiful	0.730
18499	18499	['iLOVEFRiDAY']	Mia Khalifa	0.812
11064	11064	['T-Bone Walker']	Mean Old World	0.730
27065	27065	['Eric Clapton', 'B.B. King']	Riding with the King	0.462
9145	9145	['Avenged Sevenfold']	Critical Acclaim	0.499
17505	17505	['Robin Thicke']	The Sweetest Love	0.621
33255	33255	['Slipknot']	Unsainted	0.427
11829	11829	['Autoheart']	Hungover in the City of Dust	0.490
1874	1874	['Fatboibari']	Romance Garbage	0.467
21002	21002	['112']	Peaches & Cream	0.677
13466	13466	['Brantley Gilbert']	The Best Of Me	0.652
20133	20133	['Calibre 50']	El Inmigrante	0.797
31935	31935	['Anti-Flag']	The Press Corpse	0.315
8837	8837	['Diego Torres', 'Vicentico']	Usted (feat. Vicentico) - MTV Unplugged	0.497
20290	20290	['Jidenna', 'Kendrick Lamar']	Classic Man (feat. Kendrick Lamar) - Remix	0.851
36393	36393	['The xx']	Heart Skipped A Beat	0.825
10759	10759	['The Used']	Say Days Ago	0.362
22070	22070	['Bruno Mars']	Locked out of Heaven	0.726
9971	9971	['Feint', 'Laura Brehm']	We Won't Be Alone	0.377
39283	39283	['Ski Mask The Slump God']	Unbothered	0.884
31922	31922	['The Strokes']	Razorblade	0.394
25434	25434	['Luny Tunes', 'Noriega', 'Zion & Lennox', 'Ti...	Hay Algo en Ti	0.842
7059	7059	['Eason Chan']	好久不見	0.312
14363	14363	['blackbear']	the 1	0.571
23638	23638	['Unk']	Walk It Out	0.794
39509	39509	['Lauv']	Sweatpants	0.720
25493	25493	['Trillville']	Some Cut	0.900
15904	15904	['Clarence Carter']	Strokin	0.835
9559	9559	['Calibre 50']	Te Estoy Engañando Con Otra	0.792
27555	27555	['Lalo Mora']	Playa Sola	0.928
27593	27593	['Kenny Chesney']	Guitars and Tiki Bars	0.631
18192	18192	['Tori Kelly']	Colors Of The Wind - From "Pocahontas"	0.398
34111	34111	['Fall Out Boy']	Thriller	0.375
9299	9299	['Slipknot']	Snuff	0.544
15838	15838	['Nature Sounds']	Relaxing Rain and Thunderstorm	0.065
12064	12064	['Chris Young']	What If I Stay	0.580
9753	9753	['No Resolve']	Get Me Out	0.314
31049	31049	['Lil Mosey']	Burberry Headband	0.714
38706	38706	['Taylor Swift']	Sad Beautiful Tragic	0.624
29981	29981	['El Trono de Mexico']	Almas Gemelas	0.676
29623	29623	['Taking Back Sunday']	This Photograph Is Proof (I Know You Know)	0.536
26862	26862	['Roddy Ricch']	Die Young	0.688
27294	27294	['Christina Aguilera', "Lil' Kim"]	Can't Hold Us Down (feat. Lil' Kim)	0.859
1037	1037	['Easton Corbin']	I Can't Love You Back	0.565
21669	21669	['Lady Gaga']	Poker Face	0.851
33938	33938	['Eminem']	The Way I Am	0.671
36818	36818	['Carlos Vives']	Volví a Nacer	0.588
36294	36294	['Letters To Cleo']	I Want You to Want Me	0.489
21292	21292	['Papa Roach']	Scars	0.384
15682	15682	['Wiz Khalifa', 'Curren$y', 'Big K.R.I.T.']	Glass House	0.742
15343	15343	['Cascada']	Miracle - Radio Mix	0.644
25779	25779	['Kanye West']	The Glory	0.423
9327	9327	['Nino Segarra']	Entre La Espada y La Pared	0.782
28087	28087	['Mac Miller']	Don't Mind If I Do	0.736
9757	9757	['Pierce The Veil']	Besitos	0.434
24622	24622	['Adele']	All I Ask	0.587
2248	2248	['Los Cachorros de Juan Villarreal']	Candido Rodriguez	0.753
7346	7346	['The Laurie Berkner Band']	The Goldfish	0.549
20333	20333	['Common Kings']	Before You Go	0.627
31062	31062	['Dean Lewis']	Be Alright	0.551
1980	1980	['Gesaffelstein', 'The Weeknd']	Lost in the Fire (feat. The Weeknd)	0.658
9874	9874	['Caribou']	Can't Do Without You	0.691
32616	32616	['Lorde']	400 Lux	0.512
31896	31896	['Anne Murray']	Could I Have This Dance - Remastered 1994	0.491
15454	15454	['Collie Buddz']	Movin' On	0.547
9438	9438	['Vampire Weekend']	Taxi Cab	0.690
9571	9571	['Lil Wayne', 'Cory Gunz']	6 Foot 7 Foot - Edited Version	0.454
39006	39006	['Shawn Mendes']	Memories	0.496
19783	19783	['Charlie Wilson', 'Fantasia']	I Wanna Be Your Man (feat. Fantasia)	0.546
3443	3443	['William Murphy']	It's Working	0.488
2458	2458	['Fall Out Boy']	Reinventing the Wheel to Run Myself Over	0.603
30729	30729	['Tyler Farr', 'Jason Aldean']	Damn Good Friends (with Jason Aldean) - Duet w...	0.481
30660	30660	['Twenty One Pilots']	Not Today	0.770
24029	24029	['Kid Cudi']	Mojo So Dope	0.614
14478	14478	['Oliver Tree']	Fuck	0.826
3622	3622	['Joywave', 'KOPPS']	Tongues	0.827
41402	41402	['Martin Garrix', 'Bonn']	High On Life (feat. Bonn)	0.414
5836	5836	['Bon Iver']	29 #Strafford APTS	0.304
26769	26769	['Quinn XCII', 'Chelsea Cutler']	Flare Guns	0.812
5108	5108	['Medina']	You And I - Deadmau5 Remix	0.944
13588	13588	['Gorillaz', 'Hypnotic Brass Ensemble', 'Mos D...	Sweepstakes (feat. Mos Def and Hypnotic Brass ...	0.724
40455	40455	['Caravan Palace']	Jolie coquine	0.742
24239	24239	['alt-J']	Ms	0.611
39565	39565	['Santo & Johnny']	Lazy Day	0.630
10771	10771	['A Taste Of Honey']	Boogie Oogie Oogie - Remastered	0.810
2023	2023	['Tame Impala']	The Less I Know The Better	0.622
40101	40101	['El As De La Sierra']	Catarino Y Los Rurales	0.584
29184	29184	['Enya']	Deora Ar Mo Chroí	0.165
34350	34350	['Slim Thug']	Welcome 2 Houston - Feat. Chamillioniare, Paul...	0.737
14245	14245	['Too $hort', 'Ty Dolla $ign', 'French Montana...	Ain't My Girlfriend (feat. Ty Dolla $ign, Fren...	0.567
4934	4934	['The Coasters']	Yakety Yak - 2007 Remaster	0.641
37310	37310	['Still Woozy']	Lava	0.620
31415	31415	['blink-182']	Every Time I Look For You	0.504
538	538	['Trivium']	Master of Puppets	0.577
9832	9832	['Bahamas']	Stronger Than That	0.745
29286	29286	['Saliva']	Superstar	0.487
29259	29259	['Journey']	Wheel in the Sky	0.483
21378	21378	['Sean Paul']	Temperature	0.951
13660	13660	['Mike Krol']	Like a Star	0.406
15829	15829	['Greyson Chance']	Unfriend You	0.624
17358	17358	['Angels & Airwaves']	Rite Of Spring	0.456
25795	25795	['Tim McGraw']	If You're Reading This	0.305
39220	39220	['Rain Man Sounds']	Light Intense Sleep Rain	0.377
16133	16133	['Widespread Panic']	And It Stoned Me	0.478
30878	30878	['Luke Combs']	Used to You	0.580
20699	20699	['Emotional Oranges']	Just Like You	0.722
25309	25309	['Sean Paul', 'Beyoncé']	Baby Boy (feat. Beyoncé )	0.658
7487	7487	['Ester Dean']	Take You To Rio	0.688
37730	37730	['Queens of the Stone Age']	Hanging Tree	0.369
31501	31501	['Raphael Saadiq']	Still Ray	0.827
22088	22088	['Of Monsters and Men']	Little Talks	0.457
9706	9706	['Grouplove']	Shark Attack	0.449
33040	33040	['Natural Sample Makers']	Rain Gutter	0.191
33923	33923	['Digital Underground']	Same Song - Edit Version	0.813
18514	18514	['Alec Benjamin']	Death Of A Hero	0.653
28779	28779	['Josh A', 'Iamjakehill']	Suicidal Thoughts	0.372
21360	21360	['Shakira', 'Wyclef Jean']	Hips Don't Lie (feat. Wyclef Jean)	0.778
1932	1932	['Juice WRLD']	Syphilis	0.782
1587	1587	['BØRNS']	Electric Love - Oliver Remix	0.530
28473	28473	['Sound Library XL']	Water Pour	0.208
3829	3829	['Russ']	Scared	0.597
37095	37095	['The Chainsmokers']	Paris	0.653
32200	32200	['August Burns Red']	Mariana's Trench	0.204
29606	29606	['Kanye West']	I'll Fly Away	0.239
41334	41334	['ILLENIUM', 'Annika Wells']	Crawl Outta Love	0.376
15331	15331	['The Killers']	Why Do I Keep Counting?	0.566
15123	15123	['Jon Brion']	Row - Score	0.629
26687	26687	['NF']	Therapy Session	0.704
3266	3266	['Simone Battle']	He Likes Boys	0.774
28551	28551	['Chris Brown', 'Jhené Aiko']	Drunk Texting (feat. Jhené Aiko)	0.523
41544	41544	['Virginia To Vegas']	Just Friends	0.793
37154	37154	['Nicky Jam']	El Amante	0.683
20704	20704	['Zach Williams']	Rescue Story	0.559
27285	27285	['Khia']	My Neck, My Back	0.859
16028	16028	['Mac Miller']	Suplexes Inside of Complexes and Duplexes	0.442
25843	25843	['Kanye West', 'Lil Wayne']	Barry Bonds	0.480
36445	36445	['Michael Giacchino']	The Ellie Badge	0.549
12662	12662	['Beanie Sigel']	Nothing Like It	0.593
