index,id,acousticness
19295,7JRHI0vNElkfV,0.981
19366,27cvNIRYgNqDG,0.995
19381,5W7IiH2jDV6q6,0.986
19435,0hXWX5OdIzAp4,0.996
19437,5ohgxuTz8npyF,0.952
19463,31DXqy0L60lvz,0.973
19513,2Uy2p6tkVLj6v,0.99
19550,6qQBhhH3TBmcK,0.983
19590,5xXjqFnvQbxZg,0.992
19621,4VVEfBXep7FdO,0.978
19638,4TyqLIbM33rx2,0.972
19649,3huCujeYOzq4c,0.984
19679,4b4inATXkXR2Z,0.985
19690,26sMnwh7vPmSX,0.962
19714,7suXfwkW9Cg9f,0.957
19732,1Hd59lTCmW0r6,0.968
19772,1RQIsYl31Bghw,0.985
19779,0YcAWPUwih5Mr,0.988
19873,0Z5oEza6OKWhX,0.99
19894,6n2tWWObNYaPn,0.986
19928,3Lj5SBeJizCKb,0.97
19960,5xcm7iKIoMqw6,0.973
19969,6ZO5qeCU6EVLi,0.995
19981,6BjAF110FvR7r,0.98
19990,443c7eueRTLZI,0.992
20028,7Jk2pg4g0c5rz,0.956
20082,2jd20t5nkaFrE,0.978
20147,2WObLX44HN08G,0.97
20210,6a8oa7GncjrVY,0.951
20260,6GsOj1QAdG1XI,0.99
20264,2Z4aQJh0kesRM,0.975
20272,7mHfTKdVsb8Zl,0.99
20315,2fTsxw433lT9u,0.959
20319,7J8drFuULgXhc,0.987
20363,181ybi6b0dYJB,0.992
20397,3CqMuOh8kuc4h,0.953
20415,2pPRgFEENF3Lt,0.975
20421,5kOy4Ap0QsN24,0.988
20504,78RskfTZHN7IY,0.995
20509,3U1VKCmUgzdz8,0.996
20526,1e6Wbu8j4BIYP,0.996
20531,4vWbR3IiMfIbZ,0.996
20544,0A6dTlWYD2mag,0.992
20554,1pgSiIvNXVQAK,0.993
20593,57YVVhWcChlS4,0.994
20595,527OzwwTayP2Z,0.995
20598,6tLFPu4tSmS5L,0.966
20599,4mnfRzyz2dafy,0.995
20613,4EQeE98JeOcxg,0.991
20632,5nMsoz257d3Ab,0.996
20642,10SGotpqSWPSv,0.996
20659,1npS27jD8Fm6Q,0.989
20670,2YAyMEoG27O7q,0.983
20671,5ca7B7Qi2gpzP,0.976
20673,1IdZJSn4MgU8n,0.981
20690,4SNS6KMBDrfK6,0.993
20711,2dtIoZ0tJ3EH3,0.981
20725,3TuBgx3BBnkN1,0.995
20738,53Mz4V3XL02Yu,0.993
20739,7mBZGPbX8nmWR,0.981
20768,4SMp3hkQV64Io,0.996
20779,0SjsIzJkZfDU7,0.996
20785,4na8bW6oc43ox,0.988
20794,4z34BTsWVB44l,0.99
20801,6wqnYzf6QuiJo,0.995
20803,3wmraTkkrCmY1,0.994
20817,2DekjNJII6yEg,0.967
20818,54UQ3Jzm53YkA,0.995
20827,64zhFuKM4TwZ0,0.979
20831,6dfdNTuLOK8eF,0.995
20837,2LktcIchl4v0r,0.995
21009,64rL48E6xWMIX,0.987
21133,3JOVTQ5h8HGFn,0.976
21226,7jSQaXLzpLHjS,0.98
21518,5YqpHuXpFjDVZ,0.977
21779,4k7x3QKrc3h3U,0.971
21995,4RL77hMWUq35N,0.952
22353,1C042FLYy7rP3,0.951
22363,0QZ5yyl6B6utI,0.969
22427,4h0zU3O9R5xzu,0.965
22786,43zdsphuZLzwA,0.978
22822,6CcJMwBtXByIz,0.952
22979,2MSgFefjK0T7I,0.992
22981,4rJtUMlnhJzlz,0.984
23072,4O2N861eOnF9q,0.991
23076,2MZSXhq4XDJWu,0.996
23155,7LAJWSKK8JMIZ,0.974
23337,40BHvbyw4Uead,0.99
23425,3aLof1zmaQ0GL,0.956
23591,78DwRIo6Vj6wq,0.958
23699,3DNRdudZ2Sstn,0.995
23761,2LthqyP0MLhGU,0.979
23810,72i7dwVrHdfDn,0.955
24064,5O6yk6U8L3rTb,0.952
24137,4NsPgRYUdHu2Q,0.992
24164,1fOkmYW3ZFkkj,0.951
24366,5sF7hdYvhrcgN,0.964
24609,5zCunX8URvLoB,0.954
24779,2B1JaRSd7T7YP,0.964
25071,7ESCrKC98mNhY,0.951
25123,6XJGpirOP4Bgu,0.98
25133,64ta7ZvTJeThz,0.987
25220,6CeCOC2zx1qS8,0.957
25302,0BeN6CA7RuwNd,0.994
25509,7wEql4SrP9nL5,0.995
25561,0EHJOhOakEiob,0.991
25638,6gxycjJNMgmAy,0.953
25781,6N7JzrteJv8ls,0.993
25866,0vFJC16vkmxDq,0.985
25901,4exfI4lpJYg1q,0.96
25930,2qERBmbj9TrYb,0.962
25957,7iocNjLrxPHLl,0.97
25998,7qUoDTmVj07qU,0.964
26022,7oRNU7Tmek0nm,0.983
26141,7Jd0MqZq15T4p,0.987
26166,6xwhCiWXREsAI,0.98
26218,1tinoQpYXzpZD,0.996
26371,2236Rw4h6OBwt,0.993
26474,0bZ52QzCCKfrf,0.951
26568,20GlDz2SYsXF8,0.982
26739,52UFaisgZzjLP,0.968
26830,429NtPmr12ayp,0.982
27081,5Y8XLhYm4ZeMU,0.991
27086,33B1XmfncHqnf,0.983
27138,79x6uDDP9EAT5,0.959
27182,3Knohqfb9jeYz,0.979
27190,3gFQOMoUwlR6a,0.953
27201,2jyncYHfaALou,0.992
27223,3uVkugZz6yCTw,0.97
27227,0XkcuWNLacWDw,0.991
27310,39kuVkJjfRjXq,0.959
27348,3fujO0PLd0Moe,0.993
27362,0dRhSF9LV0HR8,0.966
27640,6QuCKdMsTW8pp,0.975
27803,086sjLPEqdKBg,0.995
27871,3lAun9V0YdTlC,0.981
28027,6cXfnv6CBEr5z,0.982
28050,2wOlZrHUpRP9h,0.978
28094,7n92QzQomRCLl,0.99
28217,3tBm6WBuQrNBS,0.986
28238,2IY5x7cYBRvpJ,0.968
28252,7K7E7LKK51Pez,0.993
28357,6BEKt5axiNeWC,0.994
28388,68RI4I6SKm57S,0.988
28399,3Y4rUyw7XBCK6,0.983
28417,4KlL5Bwlm4yHY,0.952
28564,48wSJ6NhMFYYB,0.953
28618,0jOnZhF75V68V,0.986
28708,1BViPjTT585XA,0.975
28710,2hIzjuxyItTpP,0.968
28734,6VrAgFXBbRX2P,0.983
28862,3jZDWsoxRHzzp,0.956
29029,3zksbXteOCeSu,0.979
29184,0jVDUBHY2SziM,0.959
29231,6cC6h5E351deE,0.978
29344,2PkQeKapTNUjw,0.96
29347,4zFRzp0Gi6FB6,0.992
29389,1TQKEwq4y9SkN,0.96
29397,6SCgT1QDWcsnM,0.973
29407,4q8f3Ls32PcXE,0.995
29447,03gk2zRwm8uUZ,0.979
29575,4tZIHyRe46Vpg,0.978
29639,3XgYgYBUCuaMO,0.99
29642,7nl6fbpRrLAED,0.952
29654,3wG4INTm390F0,0.983
29974,0Kt9sF46S7DFK,0.97
29975,7hyAAjHZaDWSP,0.989
30019,1btSclzWM6mSK,0.99
30021,4cTD99OSLy19U,0.958
30102,4jep6dMPP0z7H,0.995
30137,4TzRObrwZ4eDj,0.993
30301,4RROfcxQXFIwW,0.971
30325,5fqjfiMOFapIb,0.962
30333,0hibWCrRAyBld,0.974
30338,1gNcPHAiVIQZm,0.992
30502,1xVF9wZZ87uAz,0.952
30520,6ZLt6fyonW1xO,0.952
30574,3PrLXpTfUdi9i,0.951
30736,5vUNRJsvEOUsz,0.981
30892,4GVIKZW6a4q0w,0.96
30936,0zMzyHAeMvwq5,0.963
31029,5dyihZecYMcEP,0.952
31261,2YQUYRT3aYLC3,0.979
31321,3bgL0rJAAOAVJ,0.973
31329,13uOsefjpWjGz,0.988
31330,7hbpUZY7qsDPB,0.971
31343,3rlPaBlRjyNKH,0.974
31365,1DdyioI2yXhLw,0.983
31410,4myyfMmDd7wTk,0.991
31441,2urMIG2y7CsnH,0.974
31468,0XiMoe7Dh3CcF,0.975
31512,5GkzttQpAANDy,0.971
31639,1s2I9Q7zAE78m,0.984
31674,2Mqggm27ZkH3E,0.978
31686,4hmKe6YigInvK,0.979
31701,5o0xOQhYxr3Kq,0.954
31718,1PPTlPJqKuL0f,0.954
31803,5YArnxq4lg8JY,0.969
31862,3JkDhCmTQqMe2,0.973
31912,2PCTrOWob0vs0,0.981
31966,2YtsgFOv3e2oA,0.956
32046,49Su9fsYwmnnu,0.977
32120,4eoDPVbSx04Pl,0.992
32126,5G9rra29bm2Ht,0.994
32186,25zykbJGBYXYj,0.993
32223,4izhmF4sQgGem,0.976
32322,6XYGQXaMxYjUA,0.979
32381,3g9mw4A8vdljO,0.99
32470,3rocTBn0NsGrV,0.964
32688,27yrt4ZgZ9ipf,0.985
32737,3SsXxuvEu20Cn,0.994
32781,6Rt6KwuF7I8Zk,0.987
32790,3FVy3aVs0TFzL,0.995
32841,1ctAfEIMwYk7K,0.994
32853,5I6y1KWmUoV5Y,0.979
32936,2JUqYobT8NvAR,0.983
33022,435yU2MvEGfDd,0.964
33040,7CyWL6xqJguZU,0.965
33045,2XeZi7qwChzLO,0.991
33105,2I9zHCCeKJRKM,0.96
33109,68QcquxCS39cQ,0.985
33120,0KByxc2bldSo9,0.957
33123,16x9bQHw8TBNa,0.976
33246,4g2WiijzSKzH8,0.955
33310,72794Eag03xdy,0.982
33362,1AieZp5vImnCv,0.97
33373,16jWQYb9Ypzda,0.96
33394,2EcTJUGL3Tj3M,0.968
33437,7LzTw8OiYmhtI,0.976
33475,09tcNodxNOS46,0.992
33505,78IQDW7yyMzJa,0.988
33550,0VfcYOujgf9JD,0.982
33554,3VGv4FgBouhRv,0.977
33582,0pjCsB0XNSyqM,0.984
33583,2HSwhGCgp8lac,0.954
33690,7x7WWeEqIKIPP,0.972
33707,7MAE52QGDf9Um,0.962
33709,7IHEJdJhju1F2,0.994
33714,39bzKYAYfHRtK,0.996
33750,5jKP2lzcDtcSO,0.972
33772,40UlFC0dIxv7l,0.958
33816,7EYea5rkgYsjM,0.986
33849,7927IbXHiYrlZ,0.991
33856,0KXpgyL7L8xIp,0.963
33861,6z0QmvSHYCXkv,0.964
33867,224kUkE8bXyMc,0.98
33934,4hjGZN8poACfj,0.972
34002,1YzCSIwQ1wlch,0.951
34024,1rNSLiEFpAF4a,0.972
34044,3Fou4O94pyR80,0.977
34089,6vlZ1ZsvIzve8,0.968
34169,1AECmtHp67qzm,0.995
34207,4E1R0vG10ed0w,0.975
34235,5XfmcJMAaifjR,0.991
34288,0zvv76DEro0MM,0.981
34327,0Mq8zDfYjuCAt,0.995
34340,1nQOgYZWJzYsF,0.987
34354,6tWg05l8fgCms,0.99
34418,0bcGY7mfG10Qf,0.992
34424,5VXqnaVDKEFaz,0.993
34461,6jL1DEdjmOa27,0.953
34477,4o0YiMA52IzmO,0.982
34495,3xr8COed4nPPn,0.968
34548,2Au50d6aZrsYr,0.972
34581,4eYaDRhiL5ies,0.989
34707,30Co9eN7JHPf1,0.987
34786,2SZJl7ZigkaEG,0.99
34857,6Vigp41BietH0,0.978
34977,7BSMSvK0WxrDe,0.963
34979,6uWjjaiquXsju,0.995
35017,2dv7Jf570NkaW,0.994
35021,4yp90BbE4dxPX,0.956
35077,67kXYrMTQbS7M,0.959
35295,7arWoSrPeW1ui,0.993
35304,3GMhHXO3cGrqM,0.988
35338,54IZYicWqjVsi,0.99
35354,5EeQQ8BVJTRkp,0.954
35443,62ljuuXo0zrcr,0.953
35459,3mu3BtXvnCftP,0.991
35466,3ZB8WOTt7p9cS,0.952
35484,6CMnIEdPUWPf2,0.978
35489,5lxF5viTocy0k,0.972
35490,7jZ8JuODxdSJc,0.994
35566,0kZ3k5D5kAIZU,0.991
35573,5bi8ryL6gy6a1,0.992
35593,34y7W6WQtgHLW,0.992
35646,5NP9bhvIp2XGY,0.995
35676,7kTVe6XhIveid,0.996
35680,1U2EKwG7CRQIW,0.962
35914,4A1VmZQ2rdCS0,0.984
35938,54L9E8shNdCTN,0.993
35945,77MHOLfTVDlhc,0.954
35961,3ggc70INCVlv5,0.986
36040,2CPnPnfbCMESa,0.99
36079,2pr6us08iPNzI,0.994
36175,1QmhkjuUlosRO,0.996
36231,3BfKUxdpnG24q,0.978
36346,1DHV4JhMnCkbL,0.985
36399,4820SC1xnUaab,0.996
36441,5VXK8WJsqtq6B,0.991
36445,33riuTg9aVoiR,0.981
36497,4JCQ2ZHe3vACP,0.96
36543,0L5WGmfuDp4Jg,0.987
36547,2OdM7OEeVMckl,0.982
36576,64LTn5fTsPR0Q,0.991
36590,6PR3ZUCnxtQTE,0.974
36613,4B3RbRUP0fl2K,0.988
36669,1tTxt6RtTqvuS,0.964
36705,5dikapPlQPrsT,0.951
36806,5fHgBb5r91Jmd,0.985
36813,0zke8Vmo0bgbP,0.983
36823,0E0xI4AgMNU7U,0.989
36852,5fdp9rXfEixCG,0.996
36974,04Gv6iKKvurUa,0.977
37008,0tPuFBwxHeJ4X,0.992
37044,7McExzjmhDI5N,0.988
37103,5p684vIzF5LOk,0.97
37134,7lVgv8KhBQHbm,0.996
37229,34A2accnIDPOh,0.952
37348,3RIgHHpnFKj5R,0.967
37489,7z8kUK8x96El1,0.976
37504,4E1Rquqd8ZAnO,0.986
37509,3T8DODWqHs6Gv,0.994
37528,2YsJM80gRMAhC,0.992
37579,6fpC0WaPiZkVv,0.986
37626,0FJL3Dwu8oUpw,0.993
37643,0e73D9vZrxLVU,0.971
37651,0UDSwgomgI5bK,0.958
37729,1W0IWU1XpPhNZ,0.965
37797,3uVMWI57CV8LK,0.994
37829,3Y9wdXMh6sNt9,0.982
37841,6c96Nkxc8clVS,0.994
37878,1bDjWyTOXs0sx,0.951
37890,0oEyXbHhtUBqK,0.951
37894,5WAdxow8ofiTb,0.971
37970,1bJv35SZXRCP0,0.974
37995,3Eqaogon7dKnH,0.988
38036,2Swpr4UiCfYUl,0.987
38039,13kShSwCdr8BA,0.986
38060,6G6tIDO3rB8Fk,0.995
38149,6LKsT6X9BxMK8,0.99
38252,03j93sOn7Qsbm,0.982
38343,7vv4tJIsMFm3X,0.956
38414,1LgjqqeUpcACk,0.993
38433,5nbq3jYzsuv3J,0.975
38462,3WoFKA49Hjdoj,0.982
38468,4VNWVzVj6QnNw,0.993
38486,1CSaCKPIp2yCI,0.974
38572,6RtdBwIiYavQE,0.985
38596,6YS1MXqso0zlm,0.99
38598,7tFDcSoYHk54F,0.991
38607,2FD2StPTst6uM,0.988
38644,2u9VGZmVz7Rm0,0.987
38656,0g7AZiNDzDuEY,0.976
38882,3i7Iyc932rv1A,0.957
39080,0thYKKLw11YVY,0.987
39114,20r94xA0bsYNL,0.976
39123,16oJbTzbcxato,0.995
39132,2nvvKQCQdiTlg,0.956
39146,1LQsAMbRfl264,0.993
39149,0CQskMydQ8Aht,0.993
39183,2vQwlW8H1jFve,0.973
39194,59lUvVUixyLmC,0.989
39208,5jxBweBbPFg53,0.994
39216,3s9eWdn8IymCP,0.968
39237,0qERplEKH6hfx,0.993
39342,2ynHMuxTmMJ8D,0.984
39365,6UrBiRJabWOu9,0.96
39398,5NDJhWYEfJbAR,0.992
39407,3u9BK8XIFDSrz,0.985
39569,2M3laSC4qeLl9,0.991
39571,1P4P6FJh734Fh,0.988
39579,3w14gk0C0Vn5e,0.96
39590,5UbN3fe9OB1p5,0.955
39678,1LcNtS9B22LgI,0.972
39721,7pKWTcPfT9mg2,0.955
39723,0BXmWSeBL9zIa,0.99
39888,06NpidxT6Rx4U,0.957
40005,5AVUsyKKPhYJI,0.958
40008,3RYbXTVdT6XtR,0.964
40031,6sbZNeGOLDz7W,0.979
40064,4Jt9qfVN8wkIE,0.975
40074,5PuX2GQai2jAD,0.966
40106,3ZAJAL00SgMUH,0.989
40135,1fvRueeK5f60h,0.983
40188,1UeEULIBhrFzy,0.986
40203,25SsTCBLmMohi,0.988
40275,0UdTjf1Bhw6zJ,0.994
40332,0fzw4BBD5FRJt,0.97
40344,45JNWTRpOoMmp,0.989
40353,3VBqIpJOTtauu,0.964
40439,6FqBethNJYBG8,0.995
40648,7kaub3iYrvVz5,0.984
40712,7qxxr5CLf8rnI,0.983
40751,4cawaZVzboa3U,0.968
40768,3OjWbbavamAsi,0.985
40811,43bSKCMWHIuBs,0.994
40835,4rrrn8OLrttq7,0.983
40854,6GfjhpnE21nxI,0.965
40862,0O1Oean88yC9K,0.975
40900,5mVDhLnXTHlBW,0.952
40913,2GBjsCkCpR5w8,0.965
40926,2MABF1tqhRc2O,0.97
41069,59cPOVxrn3Yjw,0.989
41076,2pV8RpdLemcyM,0.958
41078,7ueCTKb8n7UOd,0.992
41133,1wNEBPo3nsbGC,0.962
41159,4JX3QGip45EV6,0.988
41176,2IOK9ETnjo05W,0.961
41193,2fIVdzd4JW4Hn,0.989
41206,7qJikccNesdXm,0.966
41226,1IdZvb2XK8Nms,0.985
41243,26h6qDR3Ktieq,0.957
41324,0tPLCqTT1rEHb,0.977
41356,3Se2ifaSm69Np,0.996
41517,4rkUd5Juj2icJ,0.957
41543,0MAXHRBvH3yjP,0.974
41593,1GofdWoWnV6F7,0.973
41598,6lMqDaZjoqe6J,0.973
